Δημοφιλέστερες σελίδες,Κλικ,Εμφανίσεις,CTR,Θέση
https://calmbeach.gr/fr/family-beaches/rethymno/,9,37,24.32%,6.81
https://calmbeach.gr/beaches/lefkada/1147-avali/,8,1585,0.5%,8.95
https://calmbeach.gr/el/beaches/syros/2125-agkathopes/,8,961,0.83%,10.1
https://calmbeach.gr/beaches/heraklion/626-matala/,8,875,0.91%,7.57
https://calmbeach.gr/it/beaches/santorini/2061-kamari/,8,710,1.13%,8.88
https://calmbeach.gr/family-beaches/patmos/,8,602,1.33%,9.74
https://calmbeach.gr/it/beaches/milos/1919-plathiena/,8,559,1.43%,8.57
https://calmbeach.gr/beaches/lemnos/1433-gomati/,8,548,1.46%,8.03
https://calmbeach.gr/beaches/halkidiki/3018-nea-flogita/,8,529,1.51%,8.87
https://calmbeach.gr/el/sandy-beaches/preveza/,8,312,2.56%,13.96
https://calmbeach.gr/el/sheltered-beaches/kavala/,8,297,2.69%,10.93
https://calmbeach.gr/el/beaches/lesvos/1360-paralia-tsonia/,8,272,2.94%,9.32
https://calmbeach.gr/de/sheltered-beaches/kos/,8,248,3.23%,13.25
https://calmbeach.gr/snorkeling-beaches/east-attica/,8,247,3.24%,6.69
https://calmbeach.gr/el/family-beaches/zakynthos/,8,238,3.36%,7.97
https://calmbeach.gr/it/sheltered-beaches/kos/,8,233,3.43%,8.52
https://calmbeach.gr/family-beaches/mykonos/,8,233,3.43%,8.59
https://calmbeach.gr/organized-beaches/chios/,8,227,3.52%,7.12
https://calmbeach.gr/beaches/paros/2047-parasporos/,8,221,3.62%,7.59
https://calmbeach.gr/el/family-beaches/paxos/,8,218,3.67%,12.72
https://calmbeach.gr/fr/beaches/chania/596-falasarna/,8,201,3.98%,13.02
https://calmbeach.gr/el/beaches/erikoussa/1059-bragkini/,8,193,4.15%,4.63
https://calmbeach.gr/el/beaches/fthiotida/3064-dermaria/,8,162,4.94%,5.36
https://calmbeach.gr/el/sandy-beaches/thesprotia/,8,162,4.94%,8.15
https://calmbeach.gr/el/beaches/evia/193-agia-irini-karystou/,8,160,5%,6.58
https://calmbeach.gr/el/sunset-beaches/rhodes/,8,156,5.13%,9.06
https://calmbeach.gr/it/beaches/rethymno/678-damnoni/,8,154,5.19%,9.42
https://calmbeach.gr/el/beaches/ileia/2569-matzakoura/,8,153,5.23%,7.46
https://calmbeach.gr/el/beaches/skyros/317-kalamitsa/,8,148,5.41%,8.79
https://calmbeach.gr/snorkeling-beaches/ios/,8,146,5.48%,9.45
https://calmbeach.gr/organized-beaches/kefalonia/,8,143,5.59%,7.13
https://calmbeach.gr/secluded-beaches/tinos/,8,143,5.59%,8.94
https://calmbeach.gr/organized-beaches/skiathos/,8,140,5.71%,8.48
https://calmbeach.gr/it/sheltered-beaches/milos/,8,139,5.76%,6.81
https://calmbeach.gr/el/beaches/thesprotia/903-mikro-drafi/,8,130,6.15%,4.82
https://calmbeach.gr/sheltered-beaches/folegandros/,8,130,6.15%,5.24
https://calmbeach.gr/organized-beaches/paros/,8,128,6.25%,8.34
https://calmbeach.gr/el/organized-beaches/leros/,8,126,6.35%,10.62
https://calmbeach.gr/el/beaches/east-attica/3026-kaav-agios-andreas/,8,124,6.45%,6.89
https://calmbeach.gr/el/sunset-beaches/ios/,8,120,6.67%,8.91
https://calmbeach.gr/secluded-beaches/ithaca/,8,117,6.84%,8.73
https://calmbeach.gr/el/family-beaches/tinos/,8,116,6.9%,10.82
https://calmbeach.gr/el/sandy-beaches/lipsi/,8,114,7.02%,8.43
https://calmbeach.gr/el/family-beaches/ileia/,8,106,7.55%,10.55
https://calmbeach.gr/el/beaches/kythira/127-paralia-diporos/,8,100,8%,7.45
https://calmbeach.gr/sandy-beaches/antiparos/,8,96,8.33%,12.89
https://calmbeach.gr/fr/sheltered-beaches/paros/,8,95,8.42%,7.25
https://calmbeach.gr/el/beaches/lemnos/1434-karvounolakka/,8,89,8.99%,6.28
https://calmbeach.gr/de/family-beaches/lefkada/,8,89,8.99%,23.33
https://calmbeach.gr/el/beaches/magnesia-pelion/2689-komos/,8,84,9.52%,5.21
https://calmbeach.gr/fr/secluded-beaches/milos/,8,81,9.88%,9.26
https://calmbeach.gr/secluded-beaches/lesvos/,8,70,11.43%,5.53
https://calmbeach.gr/el/sunset-beaches/naxos/,8,69,11.59%,7.74
https://calmbeach.gr/el/beaches/andros/1725-tis-grias-to-pidima/,8,54,14.81%,6.26
https://calmbeach.gr/beaches/kimolos/1855-prassa-agios-georgios/,8,49,16.33%,6.47
https://calmbeach.gr/fr/snorkeling-beaches/lefkada/,8,26,30.77%,4.12
https://calmbeach.gr/beach-bars/rethymno/,7,757,0.92%,9.77
https://calmbeach.gr/el/beaches/evia/311-chiliadou/,7,721,0.97%,9.74
https://calmbeach.gr/el/beaches/lemnos/1470-chavouli/,7,550,1.27%,7.89
https://calmbeach.gr/beaches/chania/585-afrata/,7,531,1.32%,9.86
https://calmbeach.gr/beaches/evia/223-thapsa/,7,470,1.49%,6.61
https://calmbeach.gr/family-beaches/tinos/,7,455,1.54%,8.12
https://calmbeach.gr/beaches/evia/252-magiras/,7,391,1.79%,6.29
https://calmbeach.gr/beaches/samos/1416-tsamadou/,7,374,1.87%,7.31
https://calmbeach.gr/el/beach-bars/lefkada/,7,367,1.91%,9.68
https://calmbeach.gr/el/organized-beaches/kythira/,7,357,1.96%,12.33
https://calmbeach.gr/el/beaches/aetolia-acarnania/2553-paralia-limnopoula/,7,338,2.07%,6.61
https://calmbeach.gr/beaches/heraklion/,7,319,2.19%,7.78
https://calmbeach.gr/el/beaches/lakonia/3109-karavostasi-plytra/,7,318,2.2%,9.58
https://calmbeach.gr/sheltered-beaches/syros/,7,300,2.33%,6.05
https://calmbeach.gr/el/sunset-beaches/messinia/,7,279,2.51%,13.59
https://calmbeach.gr/el/sheltered-beaches/west-attica/,7,245,2.86%,6.17
https://calmbeach.gr/el/beaches/evia/309-tsokaiti/,7,242,2.89%,8.24
https://calmbeach.gr/el/beaches/santorini/2067-perivolos/,7,239,2.93%,10.67
https://calmbeach.gr/el/beaches/salamina/3060-porto-fino/,7,238,2.94%,7.34
https://calmbeach.gr/el/organized-beaches/messinia/,7,229,3.06%,14.93
https://calmbeach.gr/el/beaches/achaia/2508-paralia-akratas/,7,224,3.12%,8.11
https://calmbeach.gr/el/beaches/rethymno/687-mikri-triopetra/,7,209,3.35%,8.28
https://calmbeach.gr/el/sunset-beaches/andros/,7,181,3.87%,9.44
https://calmbeach.gr/snorkeling-beaches/athens-area/,7,180,3.89%,6.92
https://calmbeach.gr/el/beaches/aetolia-acarnania/3017-mesolongi-tourlida/,7,167,4.19%,7.62
https://calmbeach.gr/secluded-beaches/milos/,7,167,4.19%,8.87
https://calmbeach.gr/organized-beaches/paxos/,7,164,4.27%,7.87
https://calmbeach.gr/el/sunset-beaches/spetses/,7,157,4.46%,8.73
https://calmbeach.gr/beaches/samos/3107-plaka-samos/,7,150,4.67%,6.57
https://calmbeach.gr/el/sheltered-beaches/evia/,7,147,4.76%,5.38
https://calmbeach.gr/beaches/skiathos/2622-agia-eleni/,7,146,4.79%,6.03
https://calmbeach.gr/el/beaches/chania/573-pachia-ammos-stavrou/,7,146,4.79%,7.29
https://calmbeach.gr/sunset-beaches/lesvos/,7,143,4.9%,7.6
https://calmbeach.gr/calm-beaches-greece-windy-day/,7,139,5.04%,7.71
https://calmbeach.gr/el/organized-beaches/kefalonia/,7,139,5.04%,8.21
https://calmbeach.gr/beaches/karpathos/3183-pigadia/,7,132,5.3%,6.91
https://calmbeach.gr/el/sheltered-beaches/santorini/,7,131,5.34%,5.75
https://calmbeach.gr/el/organized-beaches/astypalaia/,7,121,5.79%,8.53
https://calmbeach.gr/snorkeling-beaches/lipsi/,7,120,5.83%,7.23
https://calmbeach.gr/snorkeling-beaches/methana/,7,118,5.93%,7.89
https://calmbeach.gr/el/beaches/fthiotida/364-paralia-agiou-serafim/,7,115,6.09%,7.82
https://calmbeach.gr/el/sheltered-beaches/leros/,7,106,6.6%,9.3
https://calmbeach.gr/beaches/karpathos/2272-achata/,7,102,6.86%,4.7
https://calmbeach.gr/el/sheltered-beaches/fokida/,7,96,7.29%,9.11
https://calmbeach.gr/organized-beaches/patmos/,7,95,7.37%,9.31
https://calmbeach.gr/organized-beaches/karpathos/,7,93,7.53%,12.26
https://calmbeach.gr/de/secluded-beaches/kefalonia/,7,83,8.43%,8.57
https://calmbeach.gr/el/beaches/milos/1911-kampanes/,7,66,10.61%,3.44
https://calmbeach.gr/el/sheltered-beaches/antiparos/,7,64,10.94%,5.66
https://calmbeach.gr/el/beaches/folegandros/,7,57,12.28%,6.95
https://calmbeach.gr/it/snorkeling-beaches/paros/,7,55,12.73%,5.73
https://calmbeach.gr/it/sunset-beaches/chania/,7,55,12.73%,5.87
https://calmbeach.gr/fr/organized-beaches/sifnos/,7,52,13.46%,7.48
https://calmbeach.gr/beaches/paros/,7,44,15.91%,8.16
https://calmbeach.gr/beaches/magnesia-pelion/3146-agia-vaso/,7,38,18.42%,4.68
https://calmbeach.gr/el/beaches/corfu/950-paramonas/,7,31,22.58%,10.13
https://calmbeach.gr/it/beaches/paros/,7,9,77.78%,1.89
https://calmbeach.gr/el/beaches/lipsi/2373-katsadia/,6,1004,0.6%,7.03
https://calmbeach.gr/beaches/skiathos/2617-mandraki/,6,832,0.72%,9.83
https://calmbeach.gr/el/beaches/kythira/140-melidoni/,6,755,0.79%,7.72
https://calmbeach.gr/beaches/serifos/2078-ganema/,6,751,0.8%,7.71
https://calmbeach.gr/beaches/kythira/140-melidoni/,6,660,0.91%,8.3
https://calmbeach.gr/beaches/corfu/940-issos-beach/,6,653,0.92%,8.4
https://calmbeach.gr/beaches/halkidiki/,6,602,1%,10.31
https://calmbeach.gr/family-beaches/halkidiki/,6,579,1.04%,7.91
https://calmbeach.gr/family-beaches/thasos/,6,485,1.24%,7.22
https://calmbeach.gr/fr/beaches/santorini/2068-perissa/,6,450,1.33%,8.21
https://calmbeach.gr/sunset-beaches/skiathos/,6,447,1.34%,8.53
https://calmbeach.gr/el/family-beaches/chania/,6,437,1.37%,8.08
https://calmbeach.gr/faq/,6,412,1.46%,4.24
https://calmbeach.gr/el/beaches/magnesia-pelion/2702-damouchari/,6,403,1.49%,6.76
https://calmbeach.gr/it/secluded-beaches/chania/,6,373,1.61%,5.93
https://calmbeach.gr/el/beaches/halkidiki/3088-mykoniatika/,6,372,1.61%,9.44
https://calmbeach.gr/beaches/thesprotia/899-karavostasi/,6,359,1.67%,8.03
https://calmbeach.gr/organized-beaches/preveza/,6,357,1.68%,11.28
https://calmbeach.gr/el/beaches/evia/290-porto-lafia/,6,321,1.87%,9.06
https://calmbeach.gr/el/beaches/kos/2324-lagkada/,6,320,1.88%,8.01
https://calmbeach.gr/sunset-beaches/heraklion/,6,310,1.94%,8.39
https://calmbeach.gr/el/beaches/aetolia-acarnania/2551-paralia-katergaki/,6,303,1.98%,7.18
https://calmbeach.gr/sheltered-beaches/kea/,6,298,2.01%,6.9
https://calmbeach.gr/it/beaches/chania/528-voulolimni/,6,297,2.02%,6.54
https://calmbeach.gr/family-beaches/lakonia/,6,275,2.18%,9.53
https://calmbeach.gr/el/beach-bars/argolida/,6,257,2.33%,12.99
https://calmbeach.gr/el/sandy-beaches/aegina/,6,254,2.36%,8.71
https://calmbeach.gr/it/beaches/heraklion/670-sarantari/,6,253,2.37%,7.44
https://calmbeach.gr/el/organized-beaches/syros/,6,250,2.4%,9.76
https://calmbeach.gr/beaches/evia/3062-almyrichi/,6,247,2.43%,4.16
https://calmbeach.gr/el/beaches/kythira/131-diakofti/,6,238,2.52%,9.03
https://calmbeach.gr/el/sunset-beaches/tinos/,6,236,2.54%,10.24
https://calmbeach.gr/el/beaches/rodopi/798-paralia-imerou/,6,235,2.55%,6.95
https://calmbeach.gr/family-beaches/poros/,6,233,2.58%,7.9
https://calmbeach.gr/el/beaches/west-attica/192-psatha/,6,232,2.59%,9.61
https://calmbeach.gr/el/beaches/ikaria/1300-livadi/,6,231,2.6%,8.81
https://calmbeach.gr/beaches/paxos/1027-erimitis/,6,215,2.79%,8.25
https://calmbeach.gr/el/beaches/messinia/1648-romanos/,6,214,2.8%,8.34
https://calmbeach.gr/el/beaches/chios/3082-ag-eleni/,6,208,2.88%,5.03
https://calmbeach.gr/el/sunset-beaches/kimolos/,6,207,2.9%,8.71
https://calmbeach.gr/el/beaches/arkadia/1506-ammos-tou-moula/,6,206,2.91%,6.22
https://calmbeach.gr/el/beaches/kasos/2489-ammoua/,6,205,2.93%,8.4
https://calmbeach.gr/el/beaches/skyros/319-acherounes/,6,193,3.11%,8.82
https://calmbeach.gr/el/sheltered-beaches/anafi/,6,191,3.14%,10.91
https://calmbeach.gr/el/beaches/kythnos/1865-alyki/,6,181,3.31%,6.24
https://calmbeach.gr/secluded-beaches/antipaxos/,6,178,3.37%,10.26
https://calmbeach.gr/el/organized-beaches/patmos/,6,178,3.37%,10.83
https://calmbeach.gr/el/beaches/athens-area/17-megalo-kavouri/,6,175,3.43%,8.11
https://calmbeach.gr/el/beaches/lefkada/3098-ai-giannis-levkada/,6,175,3.43%,8.73
https://calmbeach.gr/family-beaches/rhodes/,6,172,3.49%,10.04
https://calmbeach.gr/el/beaches/rethymno/677-geropotamos/,6,161,3.73%,7.61
https://calmbeach.gr/it/beaches/lefkada/1165-lygia/,6,160,3.75%,7.38
https://calmbeach.gr/sandy-beaches/rethymno/,6,160,3.75%,18.03
https://calmbeach.gr/beaches/meganisi/1175-ampelakia/,6,155,3.87%,8.38
https://calmbeach.gr/beaches/athens-area/19-astir-beach-asteras-vouliagmenis/,6,150,4%,8.84
https://calmbeach.gr/el/beaches/corfu/932-benitses-beach/,6,147,4.08%,7.35
https://calmbeach.gr/el/beaches/salamina/3057-kyriza/,6,145,4.14%,7.49
https://calmbeach.gr/sunset-beaches/aegina/,6,141,4.26%,16.36
https://calmbeach.gr/el/secluded-beaches/kalymnos/,6,139,4.32%,11.76
https://calmbeach.gr/el/sunset-beaches/mykonos/,6,135,4.44%,7.67
https://calmbeach.gr/el/secluded-beaches/samos/,6,134,4.48%,7.59
https://calmbeach.gr/el/secluded-beaches/ios/,6,130,4.62%,8.84
https://calmbeach.gr/el/beaches/halkidiki/424-marathias/,6,129,4.65%,5.15
https://calmbeach.gr/de/secluded-beaches/corfu/,6,126,4.76%,7.52
https://calmbeach.gr/fr/snorkeling-beaches/rhodes/,6,124,4.84%,8.02
https://calmbeach.gr/el/beaches/santorini/2060-gymnistiki-paralia-vlychada/,6,124,4.84%,12.64
https://calmbeach.gr/el/beaches/evia/234-kokkinias/,6,123,4.88%,7.88
https://calmbeach.gr/el/beaches/lakonia/1569-bozas/,6,119,5.04%,8.18
https://calmbeach.gr/el/beaches/magnesia-pelion/3146-agia-vaso/,6,118,5.08%,7.27
https://calmbeach.gr/el/beaches/lemnos/1458-thanos/,6,118,5.08%,7.29
https://calmbeach.gr/beaches/pieria/510-skotina/,6,118,5.08%,7.36
https://calmbeach.gr/el/beaches/east-attica/68-skalakia-anavyssou/,6,116,5.17%,6.53
https://calmbeach.gr/it/family-beaches/naxos/,6,115,5.22%,8.03
https://calmbeach.gr/el/beach-bars/naxos/,6,115,5.22%,9.17
https://calmbeach.gr/beaches/evia/226-kakolimano/,6,111,5.41%,5.86
https://calmbeach.gr/el/beaches/rethymno/702-polyrizos/,6,106,5.66%,7.59
https://calmbeach.gr/el/beaches/magnesia-pelion/2671-plakes-volos/,6,97,6.19%,7.28
https://calmbeach.gr/beaches/gavdos/614-potamos/,6,96,6.25%,6.55
https://calmbeach.gr/secluded-beaches/koufonisia/,6,95,6.32%,10.76
https://calmbeach.gr/el/beaches/east-attica/44-paralia-agiou-spyridona/,6,94,6.38%,6.4
https://calmbeach.gr/el/organized-beaches/corfu/,6,91,6.59%,9.65
https://calmbeach.gr/el/beaches/aegina/87-paralia-zinovi/,6,86,6.98%,3.08
https://calmbeach.gr/el/beaches/andros/1703-nimporio/,6,79,7.59%,7.25
https://calmbeach.gr/el/beaches/kythnos/1890-pontikia/,6,73,8.22%,4.45
https://calmbeach.gr/it/family-beaches/rethymno/,6,64,9.38%,7.19
https://calmbeach.gr/snorkeling-beaches/skyros/,6,63,9.52%,8.3
https://calmbeach.gr/sunset-beaches/lipsi/,6,60,10%,5.63
https://calmbeach.gr/el/beaches/kythnos/1886-mikro-livadaki/,6,56,10.71%,4.45
https://calmbeach.gr/snorkeling-beaches/argolida/,6,55,10.91%,8.33
https://calmbeach.gr/el/beaches/tinos/2180-piso-dialiskar/,6,51,11.76%,4.12
https://calmbeach.gr/sunset-beaches/east-attica/,6,51,11.76%,6.59
https://calmbeach.gr/el/beaches/lakonia/1592-poulia/,6,45,13.33%,3.69
https://calmbeach.gr/snorkeling-beaches/spetses/,6,44,13.64%,3.68
https://calmbeach.gr/el/beaches/magnesia-pelion/2688-klossou/,6,43,13.95%,6.12
https://calmbeach.gr/el/secluded-beaches/lasithi/,6,43,13.95%,11.19
https://calmbeach.gr/el/beaches/kythnos/,6,42,14.29%,6.36
https://calmbeach.gr/el/beaches/thessaloniki-area/513-paralia-agias-triadas/,6,40,15%,18.88
https://calmbeach.gr/el/beaches/ikaria/1308-syrtiko/,6,36,16.67%,3.17
https://calmbeach.gr/el/beaches/kea/1814-kastriani/,6,31,19.35%,4.87
https://calmbeach.gr/el/beaches/chania/548-paralia-agion-apostolon/,6,27,22.22%,7.48
https://calmbeach.gr/el/sheltered-beaches/ileia/,6,24,25%,6.33
https://calmbeach.gr/el/beaches/paros/,6,17,35.29%,5.82
https://calmbeach.gr/beach-camping-greece/,5,1165,0.43%,10
https://calmbeach.gr/beaches/zakynthos/1186-dafni/,5,894,0.56%,9.31
https://calmbeach.gr/beaches/halkidiki/384-babylon/,5,725,0.69%,7.71
https://calmbeach.gr/el/family-beaches/lesvos/,5,484,1.03%,9.05
https://calmbeach.gr/sandy-beaches/poros/,5,419,1.19%,9.7
https://calmbeach.gr/el/beaches/lakonia/3071-paralia-dirou/,5,384,1.3%,9.32
https://calmbeach.gr/el/beach-bars/preveza/,5,377,1.33%,9.72
https://calmbeach.gr/sunset-beaches/lemnos/,5,368,1.36%,7.6
https://calmbeach.gr/el/beaches/east-attica/75-charakas/,5,342,1.46%,7.85
https://calmbeach.gr/beaches/antipaxos/1055-vrika/,5,321,1.56%,9.21
https://calmbeach.gr/el/beaches/ios/1778-manganari/,5,315,1.59%,7.92
https://calmbeach.gr/el/beaches/east-attica/3028-oropos-skala-oropou/,5,308,1.62%,7.73
https://calmbeach.gr/beaches/santorini/2068-perissa/,5,292,1.71%,6.72
https://calmbeach.gr/el/beaches/lesvos/1327-apergousa/,5,276,1.81%,6.58
https://calmbeach.gr/el/beaches/evia/218-gregolimano/,5,269,1.86%,10.06
https://calmbeach.gr/el/beaches/evia/282-paralia-figia/,5,263,1.9%,7.96
https://calmbeach.gr/beaches/rethymno/679-kalypso/,5,259,1.93%,7.51
https://calmbeach.gr/el/beaches/korinthia/1528-lychnari/,5,256,1.95%,6.77
https://calmbeach.gr/el/beaches/lefkada/1169-pevkoulia/,5,246,2.03%,6.95
https://calmbeach.gr/el/sandy-beaches/samos/,5,242,2.07%,9.97
https://calmbeach.gr/sheltered-beaches/kalymnos/,5,235,2.13%,8.11
https://calmbeach.gr/sandy-beaches/andros/,5,231,2.16%,8.37
https://calmbeach.gr/el/beach-bars/east-attica/,5,229,2.18%,10.17
https://calmbeach.gr/el/organized-beaches/paxos/,5,229,2.18%,11.72
https://calmbeach.gr/el/beaches/arkadia/1508-viles/,5,228,2.19%,8.34
https://calmbeach.gr/el/beaches/magnesia-pelion/3149-kala-nera/,5,227,2.2%,13.56
https://calmbeach.gr/el/beaches/athens-area/9-paralia-glyfadas-akti-v/,5,226,2.21%,6.39
https://calmbeach.gr/el/secluded-beaches/ithaca/,5,223,2.24%,11.31
https://calmbeach.gr/sheltered-beaches/zakynthos/,5,217,2.3%,5.31
https://calmbeach.gr/el/beaches/andros/1704-kourtali/,5,217,2.3%,6.24
https://calmbeach.gr/sheltered-beaches/lemnos/,5,212,2.36%,5.72
https://calmbeach.gr/el/beaches/rethymno/707-spilies/,5,212,2.36%,8.38
https://calmbeach.gr/de/beaches/corfu/947-marathias-beach/,5,192,2.6%,12.28
https://calmbeach.gr/beaches/evia/234-kokkinias/,5,191,2.62%,6.35
https://calmbeach.gr/beaches/evia/291-porto-pevko/,5,176,2.84%,6.1
https://calmbeach.gr/organized-beaches/andros/,5,176,2.84%,7.06
https://calmbeach.gr/de/organized-beaches/zakynthos/,5,175,2.86%,30.69
https://calmbeach.gr/sunset-beaches/kimolos/,5,167,2.99%,6.62
https://calmbeach.gr/it/beaches/sifnos/2097-vathi/,5,159,3.14%,8.19
https://calmbeach.gr/el/beaches/lemnos/1457-evgatis/,5,157,3.18%,6.76
https://calmbeach.gr/el/sunset-beaches/sifnos/,5,144,3.47%,9.45
https://calmbeach.gr/beach-bars/alonissos/,5,141,3.55%,7.7
https://calmbeach.gr/el/sunset-beaches/zakynthos/,5,141,3.55%,8.81
https://calmbeach.gr/el/beaches/viotia/371-agios-nikolaos/,5,139,3.6%,9.19
https://calmbeach.gr/beaches/kefalonia/1104-lagkadakia/,5,133,3.76%,7.06
https://calmbeach.gr/el/beaches/messinia/1653-chelonaria/,5,132,3.79%,7.02
https://calmbeach.gr/el/beaches/kefalonia/1115-paliostafida/,5,131,3.82%,6.49
https://calmbeach.gr/el/beaches/aegina/3024-aigina-ag-vasilios/,5,129,3.88%,7.36
https://calmbeach.gr/el/beaches/rhodes/2419-paralia-afantou/,5,127,3.94%,9.53
https://calmbeach.gr/de/beaches/rethymno/710-triopetra/,5,126,3.97%,9.26
https://calmbeach.gr/el/secluded-beaches/magnesia-pelion/,5,125,4%,8.71
https://calmbeach.gr/el/organized-beaches/heraklion/,5,125,4%,9.22
https://calmbeach.gr/el/beaches/halkidiki/452-varkes/,5,124,4.03%,6.94
https://calmbeach.gr/el/beaches/preveza/862-artolithia-beach/,5,120,4.17%,8.38
https://calmbeach.gr/el/organized-beaches/mykonos/,5,120,4.17%,9.84
https://calmbeach.gr/el/beaches/magnesia-pelion/3111-ai-giannis-keramidi-pilio/,5,117,4.27%,7.49
https://calmbeach.gr/beaches/samos/1396-varsamo/,5,115,4.35%,6.7
https://calmbeach.gr/sheltered-beaches/aegina/,5,115,4.35%,7.72
https://calmbeach.gr/el/beaches/east-attica/46-avlaki/,5,114,4.39%,7.32
https://calmbeach.gr/el/beaches/east-attica/50-lomparda-mojito-bay/,5,111,4.5%,7.17
https://calmbeach.gr/el/beaches/evia/286-petali/,5,110,4.55%,6.14
https://calmbeach.gr/el/beaches/tinos/2188-tsampia/,5,110,4.55%,6.6
https://calmbeach.gr/it/beaches/rethymno/679-kalypso/,5,110,4.55%,10.51
https://calmbeach.gr/beaches/milos/1905-gerania/,5,109,4.59%,7.88
https://calmbeach.gr/fr/sheltered-beaches/milos/,5,107,4.67%,8.15
https://calmbeach.gr/secluded-beaches/kythnos/,5,103,4.85%,8.59
https://calmbeach.gr/snorkeling-beaches/symi/,5,101,4.95%,5.96
https://calmbeach.gr/de/beaches/kefalonia/1113-myrtos/,5,101,4.95%,14.49
https://calmbeach.gr/beaches/paros/2029-kalogeros/,5,97,5.15%,13.38
https://calmbeach.gr/el/beaches/lakonia/1595-pyla/,5,96,5.21%,6.2
https://calmbeach.gr/de/sheltered-beaches/paros/,5,94,5.32%,6.81
https://calmbeach.gr/el/beaches/pieria/505-paralia-leptokaryas/,5,93,5.38%,11.25
https://calmbeach.gr/sunset-beaches/spetses/,5,92,5.43%,11.45
https://calmbeach.gr/el/beaches/evia/269-paralia-dafnis/,5,89,5.62%,7.25
https://calmbeach.gr/fr/family-beaches/rhodes/,5,86,5.81%,10.38
https://calmbeach.gr/beaches/halkidiki/415-lagomandra/,5,85,5.88%,5.34
https://calmbeach.gr/secluded-beaches/magnesia-pelion/,5,82,6.1%,7.16
https://calmbeach.gr/sunset-beaches/kea/,5,82,6.1%,7.94
https://calmbeach.gr/el/beaches/magnesia-pelion/2703-paltsi/,5,81,6.17%,5.74
https://calmbeach.gr/el/sunset-beaches/patmos/,5,81,6.17%,9.83
https://calmbeach.gr/beaches/naxos/2019-hawaii/,5,78,6.41%,6.83
https://calmbeach.gr/el/beaches/lemnos/1463-plaka/,5,75,6.67%,8.83
https://calmbeach.gr/beaches/magnesia-pelion/2717-potistika/,5,69,7.25%,4.29
https://calmbeach.gr/el/snorkeling-beaches/kythira/,5,68,7.35%,6.34
https://calmbeach.gr/el/sheltered-beaches/astypalaia/,5,67,7.46%,6.88
https://calmbeach.gr/snorkeling-beaches/kimolos/,5,66,7.58%,7.38
https://calmbeach.gr/el/sunset-beaches/magnesia-pelion/,5,66,7.58%,8.88
https://calmbeach.gr/el/beaches/messinia/1631-paralia-vounaki/,5,65,7.69%,7.03
https://calmbeach.gr/el/sheltered-beaches/lemnos/,5,64,7.81%,6.02
https://calmbeach.gr/el/beaches/evia/204-akti-vouvali/,5,63,7.94%,5.95
https://calmbeach.gr/el/sheltered-beaches/donousa/,5,62,8.06%,7.16
https://calmbeach.gr/it/beaches/lasithi/747-kolokytha/,5,61,8.2%,9.31
https://calmbeach.gr/beaches/evia/306-schinodavlia/,5,56,8.93%,4.07
https://calmbeach.gr/el/sheltered-beaches/folegandros/,5,52,9.62%,3.56
https://calmbeach.gr/el/beaches/arkadia/1512-lygaria/,5,52,9.62%,6.71
https://calmbeach.gr/el/beaches/evia/214-gaidaros/,5,50,10%,4.68
https://calmbeach.gr/el/sheltered-beaches/lefkada/,5,50,10%,8.72
https://calmbeach.gr/el/beaches/samos/1416-tsamadou/,5,44,11.36%,6.18
https://calmbeach.gr/beaches/kavala/790-paralia-gymniston/,5,44,11.36%,6.68
https://calmbeach.gr/beaches/karpathos/2287-lares/,5,43,11.63%,2.79
https://calmbeach.gr/beaches/heraklion/634-karteros/,5,43,11.63%,5.49
https://calmbeach.gr/el/sunset-beaches/kea/,5,43,11.63%,10.86
https://calmbeach.gr/beaches/paros/2055-farangas/,5,38,13.16%,6.55
https://calmbeach.gr/el/beaches/antiparos/1733-livadia/,5,38,13.16%,6.95
https://calmbeach.gr/fr/secluded-beaches/corfu/,5,38,13.16%,8.79
https://calmbeach.gr/el/beaches/evia/3121-paralia-pili/,5,36,13.89%,9.89
https://calmbeach.gr/el/beaches/aetolia-acarnania/2534-marathaki/,5,31,16.13%,2.87
https://calmbeach.gr/snorkeling-beaches/tilos/,5,31,16.13%,8.13
https://calmbeach.gr/de/organized-beaches/sifnos/,5,30,16.67%,7.9
https://calmbeach.gr/el/beaches/paxos/1041-soulanena/,5,26,19.23%,3.92
https://calmbeach.gr/el/beaches/fokida/343-kentri/,5,23,21.74%,5.26
https://calmbeach.gr/el/beaches/kea/,5,18,27.78%,10.78
https://calmbeach.gr/beaches/amorgos/,5,16,31.25%,5
https://calmbeach.gr/beaches/serifos/,5,13,38.46%,4.08
https://calmbeach.gr/sandy-beaches/kavala/,4,760,0.53%,8.63
https://calmbeach.gr/sandy-beaches/rhodes/,4,682,0.59%,16.24
https://calmbeach.gr/el/beaches/evia/261-nisiotissa/,4,541,0.74%,9.37
https://calmbeach.gr/it/beaches/kefalonia/1096-kaminia/,4,522,0.77%,9.63
https://calmbeach.gr/sunset-beaches/zakynthos/,4,520,0.77%,9.42
https://calmbeach.gr/sheltered-beaches-meltemi/,4,461,0.87%,6.53
https://calmbeach.gr/el/beaches/evia/229-kalamos/,4,420,0.95%,8.26
https://calmbeach.gr/beaches/halkidiki/498-paralia-koviou/,4,364,1.1%,7.37
https://calmbeach.gr/it/beaches/lefkada/1154-afteli/,4,349,1.15%,7.21
