id,beach,region,file,license,author,sourcePageUrl,imageUrl,metadataStatus,batch,verificationNote
2449,Paralia Kiotari,Rhodes,Rhodes - Kiotari-01.jpg,CC BY-SA 4.0,Wayne77,https://commons.wikimedia.org/wiki/File%3ARhodes%20-%20Kiotari-01.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Rhodes%20-%20Kiotari-01.jpg&width=800,candidate-report-verified,twenty-sixth-pass,Commons category Kiotari Beach is under Beaches of Rhodes; visual QA shows the beach.
2450,Paralia Kalathou,Rhodes,SeaP1080527.JPG,CC BY-SA 3.0,User:Piotrus,https://commons.wikimedia.org/wiki/File%3ASeaP1080527.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/SeaP1080527.JPG&width=800,candidate-report-verified,twenty-eighth-pass,"Exact Commons Beach of Kalathos category matches the app alias Kalathos Beach for Paralia Kalathou; visual QA shows the pebbly beach/water, not a generic Rhodes landmark."
2490,Paralia Avlakia,Pserimos,Pserimos 1.jpg,CC BY-SA 3.0,kallerna,https://commons.wikimedia.org/wiki/File%3APserimos%201.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Pserimos%201.jpg&width=800,candidate-report-verified,twenty-fifth-pass,Commons geotag is 107m from Paralia Avlakia on Pserimos; visual QA shows the beach and bay.
2500,Marathi,Marathi,Kato Marathi - panoramio (9).jpg,CC BY 3.0,Tanya Dedyukhina,https://commons.wikimedia.org/wiki/File%3AKato%20Marathi%20-%20panoramio%20(9).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Kato%20Marathi%20-%20panoramio%20(9).jpg&width=800,candidate-report-verified,twenty-fifth-pass,"Commons title identifies Kato Marathi; visual QA shows the beach area, not a generic Marathi-language false positive."
2502,Akoli,Achaia,Akoli1.JPG,CC BY-SA 4.0,Tony Esopi,https://commons.wikimedia.org/wiki/File%3AAkoli1.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Akoli1.JPG&width=800,candidate-report-verified,fifteenth-pass,"Commons description identifies Akoli beach at Rododafni, Achaia; visual QA shows the shore/beach."
2508,Paralia Akratas,Achaia,"Paralia Akratas or Krathi, Achaia, 06-07-2008.jpg",CC BY-SA 4.0,Enpatrais (όνομα χρήστη στη Βικιπαίδεια) / Enpatrais at Greek Wikipedia,https://commons.wikimedia.org/wiki/File%3AParalia%20Akratas%20or%20Krathi%2C%20Achaia%2C%2006-07-2008.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Paralia%20Akratas%20or%20Krathi%2C%20Achaia%2C%2006-07-2008.jpg&width=800,candidate-report-verified,fifteenth-pass,Commons title and description identify Paralia Akratas/Krathi in Achaia; visual QA shows the beach.
2512,Paralia Kalogrias,Achaia,Παραλία Καλογριάς - Kalogria Beach.jpg,CC BY-SA 4.0,Argymeg,https://commons.wikimedia.org/wiki/File%3A%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%9A%CE%B1%CE%BB%CE%BF%CE%B3%CF%81%CE%B9%CE%AC%CF%82%20-%20Kalogria%20Beach.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%CE%A0%CE%B1%CF%81%CE%B1%CE%BB%CE%AF%CE%B1%20%CE%9A%CE%B1%CE%BB%CE%BF%CE%B3%CF%81%CE%B9%CE%AC%CF%82%20-%20Kalogria%20Beach.jpg&width=800,candidate-report-verified,seventeenth-pass,Commons filename/category identify Paralia Kalogrias / Kalogria Beach; visual QA shows the sandy beach.
2601,Paralia Votsi,Alonissos,"Aerial view of Votsi, Alonnisos, Greece (51695772481).jpg",CC BY 2.0,dronepicr,https://commons.wikimedia.org/wiki/File%3AAerial%20view%20of%20Votsi%2C%20Alonnisos%2C%20Greece%20(51695772481).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Aerial%20view%20of%20Votsi%2C%20Alonnisos%2C%20Greece%20(51695772481).jpg&width=800,candidate-report-verified,twenty-fifth-pass,"Commons title identifies Votsi, Alonnisos and geotag is near the beach; visual QA shows the cove/beach."
2687,Kastri,Magnesia (Pelion),"Floisvos (waves crashing on sand), Kastri, South Pelion.jpg",CC BY-SA 4.0,Jnkar,https://commons.wikimedia.org/wiki/File%3AFloisvos%20(waves%20crashing%20on%20sand)%2C%20Kastri%2C%20South%20Pelion.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Floisvos%20(waves%20crashing%20on%20sand)%2C%20Kastri%2C%20South%20Pelion.jpg&width=800,candidate-report-verified,thirteenth-pass,"Commons title identifies Kastri, South Pelion and category places it under Beaches of Pelion; visual QA shows the beach shoreline."
3020,Agios Andreas,Messinia,"Agios Andreas, Messinia, Greece.jpg",CC BY-SA 4.0,PetrosZtn,https://commons.wikimedia.org/wiki/File%3AAgios%20Andreas%2C%20Messinia%2C%20Greece.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Agios%20Andreas%2C%20Messinia%2C%20Greece.jpg&width=800,candidate-report-verified,twenty-second-pass,"Commons title identifies Agios Andreas, Messinia, and visual QA shows the beach/harbor shore at the settlement."
3049,PDE Lakkopetra,Achaia,Lakopetra - panoramio - dims321 (1).jpg,CC BY 3.0,dims321,https://commons.wikimedia.org/wiki/File%3ALakopetra%20-%20panoramio%20-%20dims321%20(1).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Lakopetra%20-%20panoramio%20-%20dims321%20(1).jpg&width=800,candidate-report-verified,seventeenth-pass,Commons filename/category identify Lakopetra in Dytiki Achaia; visual QA shows the beach.
3085,Paralia Lalarias,Skiathos,"2012-07-13. Λαλάρια, Σκιάθος (3).jpg",CC BY-SA 4.0,VasilisGkitersos,https://commons.wikimedia.org/wiki/File%3A2012-07-13.%20%CE%9B%CE%B1%CE%BB%CE%AC%CF%81%CE%B9%CE%B1%2C%20%CE%A3%CE%BA%CE%B9%CE%AC%CE%B8%CE%BF%CF%82%20(3).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/2012-07-13.%20%CE%9B%CE%B1%CE%BB%CE%AC%CF%81%CE%B9%CE%B1%2C%20%CE%A3%CE%BA%CE%B9%CE%AC%CE%B8%CE%BF%CF%82%20(3).jpg&width=800,candidate-report-verified,twenty-fifth-pass,Commons category Lalaria Beach (Skiathos) and exact Greek title identify Lalaria; visual QA shows the beach and cliffs.
3088,Mykoniatika,Halkidiki,Paralia Mykoniatika.jpg,Attribution,Lemur12,https://commons.wikimedia.org/wiki/File%3AParalia%20Mykoniatika.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Paralia%20Mykoniatika.jpg&width=800,candidate-report-verified,fourteenth-pass,"Commons description identifies the beach in Mykoniatika, Chalkidiki; visual QA shows the beach."
3103,Paralia Kalami (Kerkyra),Corfu,Beach in town Kalami at Corfu.jpg,CC BY-SA 4.0,Kubajdaa22cz,https://commons.wikimedia.org/wiki/File%3ABeach%20in%20town%20Kalami%20at%20Corfu.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Beach%20in%20town%20Kalami%20at%20Corfu.jpg&width=800,candidate-report-verified,thirteenth-pass,"Exact Commons title identifies the beach in Kalami, Corfu; visual QA shows the beach/cove."
3113,Plaka (Chora Skopelou),Skopelos,Two boats on the sand shore (Unsplash).jpg,CC0,Nikola Radojcic nikolor,https://commons.wikimedia.org/wiki/File%3ATwo%20boats%20on%20the%20sand%20shore%20(Unsplash).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Two%20boats%20on%20the%20sand%20shore%20(Unsplash).jpg&width=800,candidate-report-verified,twenty-fifth-pass,Commons geotag is 79m from Plaka (Chora Skopelou); visual QA shows boats on the sandy shore.
