beachId,nameGr,nameEn,regionId,region,group,status,checkedAt,reason,candidateCount,acceptedImageUrl,sourcePageUrl
566,Παραλία Τροχαλού,Paralia Trochalou,crete-crete-chania,Chania,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
570,Παραλία Ψηλός Βόλακας,Paralia Psilos Volakas,crete-crete-chania,Chania,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
571,Παραλίες Βάταλου,Paralies Vatalou,crete-crete-chania,Chania,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",3,,
574,Πλατανιάς,Platanias,crete-crete-chania,Chania,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",2,,
581,Τερσανάς,Tersanas,crete-crete-chania,Chania,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
582,Τραχήλι,Trachili,crete-crete-chania,Chania,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
586,Aghios Pavlos Beach,Aghios Pavlos Beach,crete-crete-chania,Chania,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
587,Agios Onoufrios,Agios Onoufrios,crete-crete-chania,Chania,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
588,Alonaki,Alonaki,crete-crete-chania,Chania,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",3,,
589,Ammos,Ammos,crete-crete-chania,Chania,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
590,Aptera,Aptera,crete-crete-chania,Chania,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
594,Chrysi Akti,Chrysi Akti,crete-crete-chania,Chania,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",3,,
599,Grammeno,Grammeno,crete-crete-chania,Chania,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",4,,
606,Limnionari,Limnionari,crete-crete-chania,Chania,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
607,Platanakia,Platanakia,crete-crete-chania,Chania,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
3065,Nopigia Beach,Nopigia Beach,crete-crete-chania,Chania,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",2,,
3076,Korfalonas Beach,Korfalonas Beach,crete-crete-chania,Chania,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
3077,Paralia Drapanias,Paralia Drapanias,crete-crete-chania,Chania,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
618,Άγιος Ιωάννης,Agios Ioannis,crete-gavdos,Gavdos,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
620,Afrathia,Afrathia,crete-crete-heraklion,Heraklion,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
628,Πόρος,Poros,crete-crete-heraklion,Heraklion,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",4,,
629,Ψιλή Άμμος,Psili Ammos,crete-crete-heraklion,Heraklion,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",7,,
630,Τραφουλάς,Trafoulas,crete-crete-heraklion,Heraklion,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
631,Τρυπητή,Trypiti,crete-crete-heraklion,Heraklion,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",3,,
639,Μάδε,Made,crete-crete-heraklion,Heraklion,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
648,Παραλία Κρασά,Paralia Krasa,crete-crete-heraklion,Heraklion,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
651,Keratokambos,Keratokambos,crete-crete-heraklion,Heraklion,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
655,Πέρα Γαλήνοι,Pera Galini,crete-crete-heraklion,Heraklion,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
656,Κόκκινες Πλάκες,Kokkines Plakes,crete-crete-heraklion,Heraklion,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
658,Λεπριάς,Leprias,crete-crete-heraklion,Heraklion,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
659,Κατάρτι,Katarti,crete-crete-heraklion,Heraklion,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
660,Ελυγιά,Elygia,crete-crete-heraklion,Heraklion,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
665,Σαλαμίας,Salamias,crete-crete-heraklion,Heraklion,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
669,Pantanassa,Pantanassa,crete-crete-heraklion,Heraklion,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",4,,
672,Αγία Μαρίνα,Agia Marina,crete-crete-rethymno,Rethymno,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after source/visual QA: candidates are church/bell images near Agia Marina, not a beach photo.",8,,
682,Γλίμα,Glima,crete-crete-rethymno,Rethymno,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
690,Παραλία Ανατολικά,Paralia Anatolika,crete-crete-rethymno,Rethymno,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
691,Παραλία Γιαλοπόταμα,Paralia Gialopotama,crete-crete-rethymno,Rethymno,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
693,Παραλία Επισκοπής,Paralia Episkopis,crete-crete-rethymno,Rethymno,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
695,Παραλία Κατσούνι,Paralia Katsouni,crete-crete-rethymno,Rethymno,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
698,Παχειά Άμμος,Pachia Ammos,crete-crete-rethymno,Rethymno,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",5,,
701,Ποδαρέ,Podare,crete-crete-rethymno,Rethymno,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
702,Πολύριζος,Polyrizos,crete-crete-rethymno,Rethymno,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
708,Σταυρί,Stavri,crete-crete-rethymno,Rethymno,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
712,Φωτεινάρι,Fotinari,crete-crete-rethymno,Rethymno,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
718,Αθερίνα,Atherina,crete-crete-lasithi,Lasithi,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
721,Άμμος Αγίου Νικολάου,Ammos Agiou Nikolaou,crete-crete-lasithi,Lasithi,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
724,Ανασκελού,Anaskelou,crete-crete-lasithi,Lasithi,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
726,Άσπες,Aspes,crete-crete-lasithi,Lasithi,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
731,Βλυχάδα Ξερόκαμπου,Vlychada Xerokampou,crete-crete-lasithi,Lasithi,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
732,Βόλια,Volia,crete-crete-lasithi,Lasithi,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",2,,
742,Καλάμι,Kalami,crete-crete-lasithi,Lasithi,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
751,Λιβάρι,Livari,crete-crete-lasithi,Lasithi,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
753,Μαριδάτη,Maridati,crete-crete-lasithi,Lasithi,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
758,Μπούφος,Boufos,crete-crete-lasithi,Lasithi,crete,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",3,,
759,Παραλία Βλυχάδια,Paralia Vlychadia,crete-crete-lasithi,Lasithi,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
766,Σκινιάς,Skinias,crete-crete-lasithi,Lasithi,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
772,Palaria,Palaria,crete-crete-lasithi,Lasithi,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
774,Trachilias Beach,Trachilias Beach,crete-crete-lasithi,Lasithi,crete,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
780,Παραλία Μακρυλιές,Paralia Makrylies,east-macedonia-and-thrace-samothraki,Samothraki,north_aegean,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
783,Monastiraki Beach,Monastiraki Beach,east-macedonia-and-thrace-kavala-mainland,Kavala,mainland_macedonia,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",6,,
787,Βρασίδας,Vrasidas,east-macedonia-and-thrace-kavala-mainland,Kavala,mainland_macedonia,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
791,Παραλία Κάριανης,Paralia Karianis,east-macedonia-and-thrace-kavala-mainland,Kavala,mainland_macedonia,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
794,Ρέμβη,Remvi,east-macedonia-and-thrace-kavala-mainland,Kavala,mainland_macedonia,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
3066,Παραλία Φώλιας,Paralia Folias,east-macedonia-and-thrace-kavala-mainland,Kavala,mainland_macedonia,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
798,Παραλία Ίμερου,Paralia Imerou,east-macedonia-and-thrace-rodopi-mainland,Rodopi,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
800,Σύναξη,Synaxi,east-macedonia-and-thrace-rodopi-mainland,Rodopi,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
3034,Κομοτηνή Παραλία Κρυονερίου Μαρώνεια,Komotini Paralia Kryoneriou Maronia,east-macedonia-and-thrace-rodopi-mainland,Rodopi,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
3035,Κομοτηνή Φανάρι Αρωγή,Komotini Fanari Arogi,east-macedonia-and-thrace-rodopi-mainland,Rodopi,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
804,Αγία Άννα,Agia Anna,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
805,Αγία Παρασκευή,Agia Paraskevi,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",3,,
809,Αστρίς,Astris,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
815,Μεταλλεία,Metallia,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
817,Νότος,Notos,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
823,Σαλονικιός,Salonikios,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
828,Φαρι,Fari,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
830,Blue Lake,Blue Lake,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
831,Hara,Hara,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
833,Παραλία Γλυφάδα (Θάσος),Paralia Glyfada (Thasos),east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
834,Άγιος Βασίλειος,Agios Vasilios,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
837,Γλυκάδι,Glykadi,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
838,Γλυφάδα,Glyfada,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
839,Γλυφονέρι,Glyfoneri,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
840,Δασύλλιο,Dasyllio,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",2,,
842,Κλίσμα,Klisma,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
847,Παπαλιμάνι,Papalimani,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
854,Σκάλα Σωτήρος,Skala Sotiros,east-macedonia-and-thrace-thasos,Thasos,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
3036,Λεύκιππος Άβδηρα,Levkippos Avdira,east-macedonia-and-thrace-xanthi-mainland,Xanthi,mainland_thrace,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
861,Φράχτης,Frachtis,epirus-arta-mainland,Arta,mainland_epirus,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",3,,
862,Artolithia Beach,Artolithia Beach,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
865,Άη Γιαννάκης,Ai Giannakis,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
866,Αλωνάκι Φαναρίου,Alonaki Fanariou,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
868,Κρυονέρι,Kryoneri,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
875,Παραλία Λύχνος,Paralia Lychnos,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
877,Σκάλα,Skala,epirus-preveza-mainland,Preveza,mainland_epirus,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
878,Σπαρτίλα,Spartila,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
879,Όρμος του Οδυσσέα,Ormos tou Odyssea,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
881,Παραλία Μύτικα,Paralia Mytika,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
882,Παραλία Καστροσυκιάς,Paralia Kastrosykias,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
883,Παραλία Ριζών,Paralia Rizon,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
884,Λιμνιώνας,Limnionas,epirus-preveza-mainland,Preveza,mainland_epirus,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",5,,
885,Παραλία Λυγιάς,Paralia Lygias,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
886,Παραλία Βράχος - Λούτσα,Paralia Vrachos - Loutsa,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
887,Κερέντζα,Kerentza,epirus-preveza-mainland,Preveza,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
892,Δεή,Dei,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
899,Καραβοστάσι,Karavostasi,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",8,,
901,Μέγα Ντράφι,Mega Drafi,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
902,Μικρή Άμμος,Mikri Ammos,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
905,Μπέλα Βράκα,Bela Vraka,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
907,Παραλία Plataria Beach Hotel,Paralia Plataria Beach Hotel,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
908,Παραλία Έλενα,Paralia Elena,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
909,Παραλία Γάτα,Paralia Gata,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
910,Παραλία Γαλάζιος Κόλπος,Paralia Galazios Kolpos,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
913,Παραλία Καλάμι,Paralia Kalami,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,rejected,2026-06-28T13:41:44.150Z,"Rejected after automated source screening and visual QA: candidates were wrong place, landmark/settlement/port/road/people imagery, generic coastal views, or not beach-specific enough for safe use.",1,,
914,Παραλία Κατσονήσι,Paralia Katsonisi,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
915,Παραλία Κόκκινος Βράχος,Paralia Kokkinos Vrachos,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
917,Παραλία Μπούκα,Paralia Bouka,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
918,Παραλία Ναυτίλος,Paralia Navtilos,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
921,Πράπα Μάλι,Prapa Mali,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
922,Σοφάς,Sofas,epirus-thesprotia-mainland,Thesprotia,mainland_epirus,no_candidates,2026-06-28T13:41:44.150Z,Discovery completed for this region; no license-safe Commons/Openverse candidate was returned for this beach.,0,,
