id,name,island,status,distM,stable,googleResult,googleType,placeId,query
454,Voulitsa,Halkidiki (mainland),WRONG_TYPE,41,false,Voulitsa Beach Bar,bar,ChIJqRGQagjGqBQRpf613LzujDQ,"Voulitsa, Halkidiki"
473,Παραλία Αυλάκι,Halkidiki (mainland),NO_RESULT,,false,,,,"Παραλία Αυλάκι, Halkidiki"
478,Παραλία Ανθούπολης,Halkidiki (mainland),WRONG_PLACE,73632,false,Παραλία Καμπούδι / Άκραθως,,ChIJZWbgWOjJqBQRGb-Bv9R5X4c,"Παραλία Ανθούπολης, Halkidiki"
480,Παραλία Ελαιώνα,Halkidiki (mainland),WRONG_PLACE,24759,false,Haus Eleonas,hotel,ChIJuX5QDhmIqBQR3RZY6XZQoQg,"Παραλία Ελαιώνα, Halkidiki"
485,Παραλία Τρίμη,Halkidiki (mainland),WRONG_PLACE,69735,false,Παραλία Τρίγλιας,beach,ChIJ9ZDk3I5wqBQRPXHrUCWivHk,"Παραλία Τρίμη, Halkidiki"
486,Παραλία Γαλήνη,Halkidiki (mainland),WRONG_PLACE,31102,false,Γαλήνη Beach Bar,bar,ChIJ_xETGJYrphQRh4UP2LnxH5M,"Παραλία Γαλήνη, Halkidiki"
493,Παραλία Ανθέμου,Halkidiki (mainland),WRONG_TYPE,285,false,Anthemus Sea Beach Hotel & Spa,hotel,ChIJexaiDOyYqBQRoYifG0_c250,"Παραλία Ανθέμου, Halkidiki"
495,Παραλία Κουτλουμούση,Halkidiki (mainland),UNSTABLE,53,false,Koutloumousi Beach,beach,ChIJG2Skjau8qBQRkrvLVmndD18,"Παραλία Κουτλουμούση, Halkidiki"
496,Παραλία Πύργου,Halkidiki (mainland),UNSTABLE,86,false,Παραλία Πύργος (Beach of Pirgos),beach,ChIJya5GccaXqBQR_dlfRUfZKLY,"Παραλία Πύργου, Halkidiki"
3007,Αμμουλιανή,Halkidiki (mainland),WRONG_TYPE,1262,false,Αμμουλιανή,island,ChIJpzcjMJrHqBQRoObEu_wFcbA,"Αμμουλιανή, Halkidiki"
505,Παραλία Λεπτοκαρυάς,Pieria (mainland),WRONG_TYPE,1175,false,Παραλία,,ChIJJ_tQankJWBMRAZFQrePwD-k,"Παραλία Λεπτοκαρυάς, Pieria"
509,Πύδνα,Pieria (mainland),UNSTABLE,14,false,Archea Pydna Beach,beach,ChIJZe2zvH_9VxMROYMXCL4absg,"Παραλία Πύδνα, Pieria"
511,Πλαζ Αρετσούς,Thessaloniki area,WRONG_TYPE,80,false,Πλαζ Αρετσού,coffee_shop,ChIJDxTOMgA_qBQROYOzI0JmdrA,"Πλαζ Αρετσούς, Thessaloniki area"
512,Παραλία Αγγελοχωρίου,Thessaloniki area,WRONG_PLACE,15965,false,Hidden Beach,tourist_attraction,ChIJwWWzKEEXqBQRs3uktCSS-Kc,"Παραλία Αγγελοχωρίου, Thessaloniki area"
513,Παραλία Αγίας Τριάδας,Thessaloniki area,WRONG_PLACE,21996,false,Παραλία Αγίας Τριάδας,beach,ChIJaW8JuPUXqBQRqlAY0YsTVT8,"Παραλία Αγίας Τριάδας, Thessaloniki area"
514,Γιατρού Τσαΐρι,Thessaloniki area,WRONG_PLACE,58351,false,ΧΡΗΣΤΟΣ ΧΑΤΖΗΣ ΓΕΝΙΚΟΣ ΟΙΚΟΓΕΝΕΙΑΚΟΣ ΙΑΤΡΟΣ,health,ChIJSZ9D40lLqBQRGWZiDCM5se8,"Γιατρού Τσαΐρι, Thessaloniki area"
517,Κρουστάλη,Thessaloniki area,WRONG_PLACE,66491,false,Κάστρα Θεσσαλονίκης,historical_landmark,ChIJ-eRlB1I4qBQRuggsbfipHOo,"Κρουστάλη, Thessaloniki area"
518,Κυανή Ακτή,Thessaloniki area,WRONG_PLACE,1861,false,Κυανή Ακτή,,ChIJGR88npoYqRQRZV7kRAs41JY,"Κυανή Ακτή, Thessaloniki area"
520,Ναυάγιο Επανομής,Thessaloniki area,WRONG_PLACE,2291,false,Ναυάγιο Επανομή,tourist_attraction,ChIJT8Enqv0RqBQROYT9FHLb9us,"Ναυάγιο Επανομής, Thessaloniki area"
522,Παραλία Νέων Βρασνών,Thessaloniki area,WRONG_PLACE,2151,false,Παραλία Βρασνών,beach,ChIJ-70-X0AeqRQRFlcJJGtZDSI,"Παραλία Νέων Βρασνών, Thessaloniki area"
523,Πάτωμα,Thessaloniki area,WRONG_PLACE,69222,false,Δάπεδα-Επενδύσεις Ζωίδης Σοφοκλής,building_materials_store,ChIJx7EEz4I5qBQR06uK4FM_qWU,"Πάτωμα, Thessaloniki area"
525,Παραλία Σερραϊκή Ακτή,Thessaloniki area,WRONG_TYPE,494,false,Σερραϊκή Ακτή,,ChIJHSVFXMIYqRQRm6qEmqpT-AM,"Παραλία Σερραϊκή Ακτή, Thessaloniki area"
526,Τραπέζι,Thessaloniki area,WRONG_PLACE,62565,false,Arte,furniture_store,ChIJrx3EXfVAqBQRDjwhqLnGzjE,"Τραπέζι, Thessaloniki area"
527,Άργιλος,Crete (Chania),WRONG_TYPE,737,false,Argilos Tavern,restaurant,ChIJF5xHObBmmxQRGS8xCHINiyM,"Άργιλος, Chania, Crete"
533,Κουλούρα,Crete (Chania),WRONG_TYPE,9,false,Κουλούρα Χαλέπας,tourist_attraction,ChIJC-5KEdF9nBQR55YYiAIlIVQ,"Κουλούρα, Chania, Crete"
536,Λευκή Παραλία,Crete (Chania),WRONG_PLACE,10282,false,Σεϊτάν Λιμάνι,,ChIJZU9PwtiGmxQRdlDyjEz4aOY,"Λευκή Παραλία, Chania, Crete"
542,Μέθεξις,Crete (Chania),WRONG_TYPE,30,false,ΜΕΘΕΞΙΣ,restaurant,ChIJpWHB7uLBnBQRE6StDBNlyVk,"Μέθεξις, Chania, Crete"
552,Παραλία Θανάσης,Crete (Chania),WRONG_PLACE,10944,false,Σεϊτάν Λιμάνι,,ChIJZU9PwtiGmxQRdlDyjEz4aOY,"Παραλία Θανάσης, Chania, Crete"
553,Παραλία Καλάμια,Crete (Chania),WRONG_PLACE,50331,false,Παραλία Καλάμι,beach,ChIJiRFxHP9_nBQRHW97NVz1gpQ,"Παραλία Καλάμια, Chania, Crete"
556,Παραλία Κούτελος,Crete (Chania),WRONG_TYPE,49,false,Koutelo by the sea..Hotel-Restaurant,resort_hotel,ChIJx0GOiYJhmxQR7THByjHrRHc,"Παραλία Κούτελος, Chania, Crete"
557,Παραλία Λάκκοι,Crete (Chania),WRONG_PLACE,38164,false,Λάκκοι,,ChIJp97eY2OPnBQRsZSaVNy2T1E,"Παραλία Λάκκοι, Chania, Crete"
560,Παραλία Μελτεμάκι,Crete (Chania),WRONG_TYPE,84,false,ΜΕΛΤΕΜΑΚΙ RESTAURANT AND BEACH BAR,restaurant,ChIJ45Vn1BF-nBQRtdYBHxUP0rA,"Παραλία Μελτεμάκι, Chania, Crete"
562,Παραλία Σεντόνι,Crete (Chania),WRONG_PLACE,44829,false,Σεϊτάν Λιμάνι,,ChIJZU9PwtiGmxQRdlDyjEz4aOY,"Παραλία Σεντόνι, Chania, Crete"
563,Παραλία Τελώνιο,Crete (Chania),WRONG_TYPE,228,false,Galini Beach Hotel,hotel,ChIJjwlZJqT2nBQR2J6-ESgoEB8,"Παραλία Τελώνιο, Chania, Crete"
569,Παραλία Χαλέπα,Crete (Chania),WRONG_TYPE,274,false,Κουλούρα Χαλέπας,tourist_attraction,ChIJC-5KEdF9nBQR55YYiAIlIVQ,"Παραλία Χαλέπα, Chania, Crete"
571,Παραλίες Βάταλου,Crete (Chania),WRONG_PLACE,37393,false,Παραλία Βλητέ,beach,ChIJ21HjQxJ-nBQRBqjfWMM0eiI,"Παραλίες Βάταλου, Chania, Crete"
572,Παχιά Άμμος,Crete (Chania),WRONG_PLACE,54687,false,Παραλία Παχιά Άμμος Σταυρού,,ChIJw47An915nBQRwXr4sNujz-k,"Παχιά Άμμος, Chania, Crete"
576,Σεϊτάν Λιμάνι,Crete (Chania),WRONG_TYPE,7,false,Σεϊτάν Λιμάνι,,ChIJZU9PwtiGmxQRdlDyjEz4aOY,"Σεϊτάν Λιμάνι, Chania, Crete"
582,Τραχήλι,Crete (Chania),WRONG_PLACE,406488,false,Παραλία Τραχήλι,beach,ChIJC7qM7yxcuxQREfaPP-ZRvf8,"Τραχήλι, Chania, Crete"
586,Aghios Pavlos Beach,Crete (Chania),WRONG_PLACE,49666,false,Παραλία Άγιος Παύλος,beach,ChIJF0Hc8aCZnBQRs8XdZUihHv4,"Aghios Pavlos Beach, Chania, Crete"
589,Ammos,Crete (Chania),WRONG_PLACE,43603,false,Ammos Hotel,hotel,ChIJid1MGoFinBQROBhIi-9BQqc,"Ammos, Chania, Crete"
590,Aptera,Crete (Chania),WRONG_PLACE,13794,false,Άπτερα,,ChIJ72EsrAiAnBQRAOPCdC-9AAo,"Aptera, Chania, Crete"
598,Georgioupoli,Crete (Chania),UNSTABLE,505,false,Παραλία Γεωργιούπολης,beach,ChIJJ1sP4WJ5mxQRIEpDPKVISlg,"Παραλία Georgioupoli, Chania, Crete"
606,Limnionari,Crete (Chania),WRONG_PLACE,382158,false,Limnonari Complex,lodging,ChIJAxlnwzzBphQRE-GbnCY5E-Y,"Limnionari, Chania, Crete"
610,Timios Stavros beach,Crete (Chania),WRONG_PLACE,43716,false,Παραλία Σταυρός,natural_feature,ChIJA507jwJ5nBQRIUPrpRPwwMw,"Timios Stavros beach, Chania, Crete"
617,Λίβας,Gavdos,WRONG_TYPE,379,false,"Λίβας "" κρητικό μουσικό ρακάδικο""",restaurant,ChIJ-zeVOayrnBQRdzd7YbqhpQA,"Λίβας, Gavdos"
628,Πόρος,Crete (Heraklion),WRONG_PLACE,58169,false,Πόρος,,ChIJn3gi8NNbmhQRH-knQvSB9Oc,"Πόρος, Heraklion, Crete"
653,Αλιόρι,Crete (Heraklion),WRONG_TYPE,476,false,Aliori Estate Villas,service,ChIJjxtzLEGTmhQRFGUnwiYHK08,"Αλιόρι, Heraklion, Crete"
654,Star Beach,Crete (Heraklion),WRONG_TYPE,101,false,Starbeach Water Park,water_park,ChIJdRGt_AhlmhQRYml-sbDmRGM,"Star Beach, Heraklion, Crete"
655,Πέρα Γαλήνοι,Crete (Heraklion),WRONG_PLACE,39934,false,Παραλία Αγία Γαλήνη,tourist_attraction,ChIJAdUs8UoXmxQRsRNXcdE5zSY,"Πέρα Γαλήνοι, Heraklion, Crete"
658,Λεπριάς,Crete (Heraklion),WRONG_PLACE,53379,false,Psaromoura Beach,bar,ChIJ3VF_JpdRmhQRJqrPPDGMsfA,"Παραλία Λεπριάς, Heraklion, Crete"
660,Ελυγιά,Crete (Heraklion),WRONG_PLACE,102947,false,Φαράγγι Ελυγιάς,natural_feature,ChIJDSgK4S6anBQRIwA-NU91DaM,"Ελυγιά, Heraklion, Crete"
676,Βλυχί Νερό,Crete (Rethymno),WRONG_PLACE,23743,false,Minos Mare Hotel,hotel,ChIJN7sdy7MKmxQRAEib1Y_4i-0,"Βλυχί Νερό, Rethymno, Crete"
689,Παλίγκρεμνος,Crete (Rethymno),WRONG_TYPE,276,false,Paligremnos Residences,service,ChIJs2CRtu5vmxQRmLt0sWFudJ4,"Παλίγκρεμνος, Rethymno, Crete"
690,Παραλία Ανατολικά,Crete (Rethymno),WRONG_PLACE,24320,false,Παραλία Ρεθύμνου,beach,ChIJBZTlNEl1mxQRh_HDcmJ4eCM,"Παραλία Ανατολικά, Rethymno, Crete"
692,Παραλία Δυνόνησος,Crete (Rethymno),WRONG_PLACE,23867,false,Παραλία Ρεθύμνης,beach,ChIJH5km6A11mxQRKG8N2Jr01u0,"Παραλία Δυνόνησος, Rethymno, Crete"
694,Παραλία Κατεβατή,Crete (Rethymno),UNSTABLE,5,false,Παραλία Κατεβατή,beach,ChIJkag97w2smxQRJclgMARNOag,"Παραλία Κατεβατή, Rethymno, Crete"
696,Παραλία Κεφάλα,Crete (Rethymno),WRONG_PLACE,2679,false,Παραλία Κεφάλα,point_of_interest,ChIJ22gtUeBtmxQR7a6VeSEY4aw,"Παραλία Κεφάλα, Rethymno, Crete"
697,Παραλία Ρεθύμνου,Crete (Rethymno),WRONG_PLACE,1588,false,Παραλία Ρεθύμνου,beach,ChIJBZTlNEl1mxQRh_HDcmJ4eCM,"Παραλία Ρεθύμνου, Rethymno, Crete"
698,Παχειά Άμμος,Crete (Rethymno),WRONG_PLACE,116677,false,Παχεία Άμμος,,ChIJ7V-qUIKHkBQRaP51XrUSpyw,"Παχειά Άμμος, Rethymno, Crete"
703,Πρασονήσι,Crete (Rethymno),WRONG_TYPE,222,false,Πρασονήσι,island,ChIJs1DpnkAUmxQRaeR9bSiLn6I,"Πρασονήσι, Rethymno, Crete"
711,Φοινικίδια,Crete (Rethymno),WRONG_PLACE,17079,false,Φοίνικας,,ChIJU9tU_vhumxQRsLm54iy9AAQ,"Φοινικίδια, Rethymno, Crete"
713,Χόχλακας,Crete (Rethymno),WRONG_PLACE,22880,false,Volakas Beachfront Suites,service,ChIJ50QuD4x1mxQR4zBRQXSsx-A,"Χόχλακας, Rethymno, Crete"
715,Thalassi beach,Crete (Rethymno),WRONG_PLACE,2064,false,Thalassi Restaurant,restaurant,ChIJ8ede45CgmxQRcX9oVIeLUcU,"Thalassi beach, Rethymno, Crete"
3011,Ροδάκινο,Crete (Rethymno),WRONG_PLACE,1786,false,Παραλία Ροδάκινο,beach,ChIJb4BsuXlmmxQRpWQFD3vWuNo,"Ροδάκινο, Rethymno, Crete"
726,Άσπες,Crete (Lasithi),WRONG_PLACE,55237,false,Παραλία Βουιδόματο,tourist_attraction,ChIJGYcMtKDpmhQRGoG9VnL8qkg,"Άσπες, Lasithi, Crete"
731,Βλυχάδα Ξερόκαμπου,Crete (Lasithi),WRONG_PLACE,5397,false,Nereids Villas,service,ChIJX50O58z3kBQRkS-m_Q4ea58,"Βλυχάδα Ξερόκαμπου, Lasithi, Crete"
732,Βόλια,Crete (Lasithi),WRONG_PLACE,17604,false,Αρχαία Πόλη Λατώ,historical_landmark,ChIJn7aLW3h_mhQR-f8mGTfSUSE,"Βόλια, Lasithi, Crete"
735,Βρυονήσι,Crete (Lasithi),WRONG_TYPE,500,false,Βρυονήσι,,ChIJ9Q5LGUqHkBQRqyH1STeTRgE,"Βρυονήσι, Lasithi, Crete"
736,Γεροντόλακκος,Crete (Lasithi),WRONG_PLACE,10088,false,Σπήλαιο Πελεκητών,tourist_attraction,ChIJgYKqhzj6kBQRX9Aw7QvNHFU,"Γεροντόλακκος, Lasithi, Crete"
749,Κρινάκια,Crete (Lasithi),WRONG_PLACE,2020,false,Παραλία Βουρλιά,beach,ChIJE0Z0HCv4kBQRkl2fDr_E5bo,"Κρινάκια, Lasithi, Crete"
755,Μπάλος Ελούντας,Crete (Lasithi),WRONG_PLACE,14585,false,"Domes Aulus Elounda Resort, Curio Collection by Hilton",resort_hotel,ChIJH2FY6TGDkBQRK8M-D8ZrGrM,"Μπάλος Ελούντας, Lasithi, Crete"
761,Παραλία της Γριάς το Πήδημα,Crete (Lasithi),NO_RESULT,,false,,,,"Παραλία της Γριάς το Πήδημα, Lasithi, Crete"
763,Πλάκα,Crete (Lasithi),WRONG_PLACE,14846,false,Πλάκα,,ChIJEVAG0MOckBQROCvllX_o4W8,"Πλάκα, Lasithi, Crete"
769,Χιόνα Ξερόκαμπου,Crete (Lasithi),WRONG_TYPE,1094,false,Ξερόκαμπος,,ChIJtYBaftb5kBQRZpABSyu1wpo,"Χιόνα Ξερόκαμπου, Lasithi, Crete"
772,Palaria,Crete (Lasithi),WRONG_PLACE,4957,false,Παραλία Αχλιάς Λασιθίου,beach,ChIJzyVV4g5jkBQRKjxzszHQf3s,"Palaria, Lasithi, Crete"
774,Trachilias Beach,Crete (Lasithi),WRONG_PLACE,26858,false,Παραλία Αχλιάς Λασιθίου,beach,ChIJzyVV4g5jkBQRKjxzszHQf3s,"Παραλία Trachilias Beach, Lasithi, Crete"
3010,Ελούντα,Crete (Lasithi),WRONG_PLACE,4876,false,Σχίσμα Ελούντας,,ChIJ11qLXzuDkBQRQIm64iy9AAU,"Ελούντα, Lasithi, Crete"
777,Δίκελλα - Αγία Παρασκευή,Evros (mainland),WRONG_PLACE,2833,false,Δίκελλα,,ChIJdRpyuPAAshQR_XeTGh2UO-w,"Δίκελλα - Αγία Παρασκευή, Evros"
778,Παραλία Αλεξανδρούπολης,Evros (mainland),NO_RESULT,,false,,,,"Παραλία Αλεξανδρούπολης, Evros"
783,Monastiraki Beach,Kavala (mainland),WRONG_PLACE,29345,false,Φρούριο Καβάλας,,ChIJZeLZ6HC7rhQRC6tEhC9uIiE,"Monastiraki Beach, Kavala"
784,Παραλία Νέας Ηρακλείτσας,Kavala (mainland),WRONG_PLACE,13449,false,Παραλία Νέας Ηρακλείτσας,beach,ChIJcarzwnW3rhQRQntgvYsEb3s,"Παραλία Νέας Ηρακλείτσας, Kavala"
785,Παραλία Καβάλας,Kavala (mainland),WRONG_PLACE,8514,false,Παραλία Καβάλας.,,ChIJOzYYL327rhQR8Sik4kv83c4,"Παραλία Καβάλας, Kavala"
789,Νέα Καρβάλη,Kavala (mainland),WRONG_TYPE,546,false,Νέα Καρβάλη,,ChIJk-DPkpmirhQRF6vAk9C4ZjU,"Νέα Καρβάλη, Kavala"
790,Παραλία Γυμνιστών,Kavala (mainland),WRONG_PLACE,33828,false,Παραλία Πούντα,beach,ChIJHzCtLLW7rhQRDm8YMmDzXuc,"Παραλία Γυμνιστών, Kavala"
794,Ρέμβη,Kavala (mainland),WRONG_TYPE,115,false,ΡΈΜΒΗ ΝΕΑ ΗΡΑΚΛΕΙΤΣΑ,restaurant,ChIJPVP-l7a3rhQRvzuOPxdxBoc,"Ρέμβη, Kavala"
796,Ψάθα,Kavala (mainland),WRONG_PLACE,3787,false,Ψαθά,,ChIJn-oEYeK5rhQRraDy4bBSlwI,"Ψάθα, Kavala"
799,Παχυνάμμος,Rodopi (mainland),WRONG_PLACE,106584,false,Εθνικό Πάρκο Οροσειράς Ροδόπης,national_park,ChIJacZE8oQUrBQRNWZ5-Gx764Q,"Παχυνάμμος, Rodopi"
800,Σύναξη,Rodopi (mainland),WRONG_PLACE,11782,false,Παραλία Κρυονερίου,tourist_attraction,ChIJpSFCBKvjrRQR_wTeVnXxmKk,"Παραλία Σύναξη, Rodopi"
805,Αγία Παρασκευή,Thasos,WRONG_PLACE,294238,false,Ιερός Ναός Αγίας Παρασκευής - Μεσογείων,church,ChIJ8SYqH6iZoRQRlRMa60Rb_eA,"Αγία Παρασκευή, Thasos"
806,Αλεξάντρα,Thasos,WRONG_TYPE,206,false,Alexandra Elegance Bridging Generations,resort_hotel,ChIJ0QaZ7GjnrhQRovpkaF1S-Kk,"Αλεξάντρα, Thasos"
816,Μικρή παραλία,Thasos,WRONG_PLACE,3636,false,Rosogremos Beach,beach,ChIJ4VJ9Z3XmrhQR_1Sebu0nD2s,"Μικρή παραλία, Thasos"
820,Πλάτανα,Thasos,WRONG_PLACE,9462,false,Taverna Platana Sotiros,restaurant,ChIJSaT6nsvrrhQRdXF2Fn0Hxuc,"Πλάτανα, Thasos"
826,Σμαραγδένια Παραλία,Thasos,WRONG_PLACE,22981,false,Παραλία Σαλιάρα,tourist_attraction,ChIJF_-x5jqNrhQR_1QBo4liRZ8,"Σμαραγδένια Παραλία, Thasos"
832,Ilio Mare,Thasos,WRONG_TYPE,95,false,Ilio Mare Hotel & Resort - Thassos,hotel,ChIJv_a8yhWdWBMR31MR0cCBO6Q,"Ilio Mare, Thasos"
835,Όρμος Αγίου Ιωάννου,Thasos,WRONG_PLACE,17887,false,Villa Ioannis Thasos,lodging,ChIJCTW6FSDrrhQRI87cGjjFFKs,"Όρμος Αγίου Ιωάννου, Thasos"
841,Καρνάγιο,Thasos,WRONG_TYPE,30,false,Karnagio Beach Bar,bar,ChIJq3LlFYCNrhQRMMuLfGIfIQo,"Καρνάγιο, Thasos"
842,Κλίσμα,Thasos,WRONG_PLACE,2038,false,Klisma Beach House,lodging,ChIJkX2W9KfprhQRj683Z1DtZP4,"Κλίσμα, Thasos"
847,Παπαλιμάνι,Thasos,WRONG_TYPE,1260,false,Beach Hotel Villa Nisteri,hotel,ChIJraqqqqrtrhQRsHZHtXFlem8,"Παραλία Παπαλιμάνι, Thasos"
849,Πόρτο Βαθύ,Thasos,WRONG_TYPE,69,false,Porto Vathy Marble Beach,bar,ChIJCRF46i-NrhQRIcOEEZl96Gs,"Πόρτο Βαθύ, Thasos"
854,Σκάλα Σωτήρος,Thasos,WRONG_TYPE,230,false,Σκάλα Σωτήρος,,ChIJ-93RJUDqrhQRY8GjoeK8vrk,"Σκάλα Σωτήρος, Thasos"
855,Ταρσανάς,Thasos,WRONG_TYPE,186,false,Tarsanas Luxurious Studios,hotel,ChIJI_j6JZOSrhQRkUhP0118BVE,"Ταρσανάς, Thasos"
856,Χρυσή Ακτή,Thasos,WRONG_TYPE,1118,false,Χρυσή Ακτή,,ChIJiZmYd-PyrhQRu6JVl4ibfwo,"Χρυσή Ακτή, Thasos"
860,Παραλία Σαλαώρας,Arta (mainland),WRONG_TYPE,1101,false,Λιμάνι Σαλαώρας,service,ChIJW7DApUo9XBMRIp7Ax9ArByA,"Παραλία Σαλαώρας, Arta"
865,Άη Γιαννάκης,Preveza (mainland),WRONG_PLACE,5339,false,Αη γιαννακης παραλια,beach,ChIJtWnTsEljXBMRjXY8mfgA8ns,"Άη Γιαννάκης, Preveza"
870,Μονολίθι,Preveza (mainland),WRONG_PLACE,2960,false,Παραλία Μονολίθι,beach,ChIJmbUIp2M_XBMRN4ib1V3o1q4,"Μονολίθι, Preveza"
882,Παραλία Καστροσυκιάς,Preveza (mainland),WRONG_PLACE,3556,false,Παραλία Καστροσυκιά,beach,ChIJaxErxXFqXBMR4lGh6pS24LQ,"Παραλία Καστροσυκιάς, Preveza"
884,Λιμνιώνας,Preveza (mainland),WRONG_TYPE,444,false,Λιμνιώνα,,ChIJIZuk6-NoXBMRMScXC4q4qWo,"Λιμνιώνας, Preveza"
885,Παραλία Λυγιάς,Preveza (mainland),WRONG_PLACE,3487,false,Παραλία Λυγιάς,tourist_attraction,ChIJKw_hAQBpXBMRFV4qBQyY1UU,"Παραλία Λυγιάς, Preveza"
887,Κερέντζα,Preveza (mainland),WRONG_PLACE,1699,false,Παραλία Κερεντζα,beach,ChIJyVh26qxlXBMRgjMB9ntsvuU,"Κερέντζα, Preveza"
889,Αγκάλη,Thesprotia (mainland),WRONG_TYPE,10,false,Παραλία Αγκάλη,hiking_area,ChIJg1asuFCHXBMRyxKG4PXTmtk,"Αγκάλη, Thesprotia"
906,Πάνα,Thesprotia (mainland),WRONG_PLACE,18037,false,Παραπόταμος,,ChIJI04ZDZKBWxMRYJe54iy9AAQ,"Πάνα, Thesprotia"
907,Παραλία Plataria Beach Hotel,Thesprotia (mainland),WRONG_TYPE,45,false,Plataria Seaside Resort | Beach bar & Restaurant,resort_hotel,ChIJc2-ab-GBXBMRCYevWBHKTD4,"Παραλία Plataria Beach Hotel, Thesprotia"
908,Παραλία Έλενα,Thesprotia (mainland),WRONG_TYPE,84,false,Camping Elena's Beach,campground,ChIJeXb4kcGBXBMRZraWTByPW00,"Παραλία Έλενα, Thesprotia"
909,Παραλία Γάτα,Thesprotia (mainland),WRONG_TYPE,52,false,Παραλία Γάτα,cafe,ChIJdXW3dxSDXBMRasoOGpEaIRQ,"Παραλία Γάτα, Thesprotia"
910,Παραλία Γαλάζιος Κόλπος,Thesprotia (mainland),WRONG_PLACE,29442,false,Παραλία Γαλάζιο,beach,ChIJlUUuuTiNXBMRMeVQjMwAmC0,"Παραλία Γαλάζιος Κόλπος, Thesprotia"
913,Παραλία Καλάμι,Thesprotia (mainland),WRONG_TYPE,54,false,Κάμπινγκ Καλάμι,campground,ChIJd53tS_mBXBMRCMUTpxBpMpU,"Παραλία Καλάμι, Thesprotia"
915,Παραλία Κόκκινος Βράχος,Thesprotia (mainland),WRONG_TYPE,9,false,Kokkinos Vraxos Beach Bar,bar,ChIJN81Y4O6BXBMRKkLmuen3iZA,"Παραλία Κόκκινος Βράχος, Thesprotia"
918,Παραλία Ναυτίλος,Thesprotia (mainland),WRONG_TYPE,249,false,Κάμπινγκ Ναυτίλος,campground,ChIJCXUhs5mBXBMRdI-5_aGoB2o,"Παραλία Ναυτίλος, Thesprotia"
924,Παραλία Κέρκυρα,Thesprotia (mainland),WRONG_PLACE,17882,false,Παραλία Αρκουδίλα,nature_preserve,ChIJqx1eQ4abXBMR1EtMyEGimzM,"Παραλία Κέρκυρα, Thesprotia"
925,Παραλία Σαγιάδας,Thesprotia (mainland),WRONG_TYPE,1392,false,Σαγιάδα,,ChIJgSMlWyp7WxMRcJe54iy9AAQ,"Παραλία Σαγιάδας, Thesprotia"
937,Galiskari Beach,Corfu,WRONG_PLACE,10910,false,Παραλία Γυαλισκάρι,beach,ChIJK1SB5CxBWxMRsTxwN6xOyY0,"Galiskari Beach, Corfu"
951,Robolla Beach,Corfu,WRONG_TYPE,79,false,Robolla Beach,hotel,ChIJ8XuOw-BFWxMRIxd-VVruzWk,"Robolla Beach, Corfu"
966,Κανόνι,Corfu,WRONG_TYPE,196,false,Κανόνι,,ChIJseKEu0NeWxMRTBpSgsukkG8,"Κανόνι, Corfu"
969,Κρουζερή,Corfu,WRONG_TYPE,40,false,Krouzeri Beach Luxury Apartments & Villas,bed_and_breakfast,ChIJpe59pfZCWxMRXgOEQ0RXn_A,"Κρουζερή, Corfu"
972,Μαΐστρος,Corfu,WRONG_PLACE,5969,false,Maistro Cafe,cafe,ChIJe6-3UfVbWxMRTWm4ejX5dlI,"Μαΐστρος, Corfu"
973,Μανδράκι,Corfu,WRONG_TYPE,129,false,Μαρίνα Μανδρακίου Ι.Ο. Κέρκυρας,marina,ChIJ56K-e-hdWxMRB2xKLH7G85w,"Μανδράκι, Corfu"
976,Μώλος,Corfu,WRONG_PLACE,2059,false,Μώλος,,ChIJDRtFGwWcXBMRcbKrMAzNBJo,"Μώλος, Corfu"
983,Παραλία Αγίου Σπυρίδωνα,Corfu,UNSTABLE,401,false,Παραλία Άγιος Σπυρίδωνας,beach,ChIJF2eKEy5BWxMRAC9btsYQ2mo,"Παραλία Αγίου Σπυρίδωνα, Corfu"
986,Παραλία Αχαράβης,Corfu,WRONG_PLACE,1511,false,Παραλία Αραχάβη,beach,ChIJRYi9zYRGWxMRmlluJ14sYcQ,"Παραλία Αχαράβης, Corfu"
994,Παραλία Λακκιές,Corfu,WRONG_PLACE,7411,false,Παραλία Μοραΐτικα,point_of_interest,ChIJh6QHhsihXBMR2CCVl-AW0FQ,"Παραλία Λακκιές, Corfu"
999,Παραλία ΝΑΟΚ,Corfu,WRONG_TYPE,12,false,NAOK Azur,cafe,ChIJ4_H-5t1dWxMRaHHlQY3UmU0,"Παραλία ΝΑΟΚ, Corfu"
1000,Παραλία Παρακλάδι,Corfu,WRONG_TYPE,298,false,Ever Green parakladi apts,hotel,ChIJ6-K7M3WbXBMRQEKE8OV3KVI,"Παραλία Παρακλάδι, Corfu"
1016,Τραμουντάνα,Corfu,WRONG_PLACE,16747,false,Παραλία Λιαπάδες,,ChIJB8j84utQWxMRWbF9HW_QcgI,"Παραλία Τραμουντάνα, Corfu"
1022,Αυτιά Γαϊδάρου,Paxos,WRONG_TYPE,40,false,Τα Αυτιά Του Γαϊδάρου,store,ChIJkzpsL-aMXBMR2lpCuPlCxyQ,"Αυτιά Γαϊδάρου, Paxos"
1025,Γλυφάδα,Paxos,WRONG_TYPE,293,false,Glyfada Beach villas Paxos and Restaurant,service,ChIJIxW_cZeNXBMRsBiy55WAUoc,"Γλυφάδα, Paxos"
