id,name,regionId,island,verdict,recommend,query,nameStatus,nameQuery,nameHit,nameDistM,nameScore,pinHit,pinDistM,flags,lat,lon
531,Καλαμάκι,crete-crete-chania,Crete (Chania),PASS,none,"Καλαμάκι, Chania, Crete",verified,"Καλαμάκι, Chania, Crete",Καλαμάκι,7,35,Καλαμάκι,0,,35.5134769,23.9690023
532,Καλυβάκι,crete-crete-chania,Crete (Chania),PASS,none,"Καλυβάκι, Chania, Crete",verified,"Καλυβάκι, Chania, Crete",Καλυβάκι,30,35,Καλυβάκι,0,,35.3667682,24.2608861
534,Κριός,crete-crete-chania,Crete (Chania),PASS,none,"Κριός, Chania, Crete",verified,"Κριός, Chania, Crete",Κριός,103,35,Κριός,0,,35.23647,23.59567
535,Κυανή Ακτή,crete-crete-chania,Crete (Chania),PASS,none,"Κυανή Ακτή, Chania, Crete",verified,"Κυανή Ακτή, Chania, Crete",Κυανή Ακτή,76,35,Kiani Beach,0,,35.46672,24.15565
537,Λουτράκι,crete-crete-chania,Crete (Chania),PASS,none,"Loutraki Beach, Chania",verified,"Loutraki Beach, Chania",Loutraki Beach,6,35,Loutraki Beach,0,,35.49916,24.16398
538,Λύκος,crete-crete-chania,Crete (Chania),PASS,none,"Λύκος, Chania, Crete",verified,"Λύκος, Chania, Crete",Λύκος,41,35,Lycos Beach-Παραλία Λύκος,0,,35.2005,24.06769
539,Μαράθι,crete-crete-chania,Crete (Chania),PASS,none,"Μαράθι, Chania, Crete",verified,"Μαράθι, Chania, Crete",Μαράθι,40,35,Μαράθι,0,,35.50463,24.17296
540,Μαύρος Μώλος,crete-crete-chania,Crete (Chania),PASS,none,"Μαύρος Μώλος, Chania, Crete",verified,"Μαύρος Μώλος, Chania, Crete",Μαύρος Μώλος,196,35,Μαύρος Μώλος,0,,35.5004564,23.6477677
541,Μαχαιρίδα,crete-crete-chania,Crete (Chania),PASS,none,"Μαχαιρίδα, Chania, Crete",verified,"Μαχαιρίδα, Chania, Crete",Μαχαιρίδα Παραλία Γυμνιστών,3,35,Μαχαιρίδα Παραλία Γυμνιστών,0,,35.57353,24.07676
542,Μέθεξις,crete-crete-chania,Crete (Chania),PASS,none,"Μέθεξις, Chania, Crete",verified,"Μέθεξις, Chania, Crete",Μέθεξις,2,35,Μέθεξις,0,,35.2258285,23.6825897
543,Μένιες (Δίκτυννα),crete-crete-chania,Crete (Chania),REVIEW,coordinates,"Diktina Beach, Chania",needs_review,"Diktina Beach, Chania",Diktina Beach,8,0,Diktina Beach,1,weak_name_match,35.66461,23.76786
544,Νέα Χώρα,crete-crete-chania,Crete (Chania),PASS,none,"Nea Chora beach, Chania",verified,"Nea Chora beach, Chania",Nea Chora beach,124,35,Nea Chora beach,1,,35.51424,24.0057
545,Ορθή Άμμος,crete-crete-chania,Crete (Chania),PASS,none,"Ορθή Άμμος, Chania, Crete",verified,"Ορθή Άμμος, Chania, Crete",Ορθή Άμμος,161,35,Ορθή Άμμος,0,,35.18329,24.24639
546,Παραλία Αγία Μαρίνα,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Αγία Μαρίνα, Chania, Crete",verified,"Παραλία Αγία Μαρίνα, Chania, Crete",Παραλία Αγία Μαρίνα,156,35,Παραλία Αγία Μαρίνα,0,,35.5202255,23.9247021
547,Παραλία Αγίου Χαραλάμπους,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Αγίου Χαραλάμπους, Chania, Crete",verified,"Παραλία Αγίου Χαραλάμπους, Chania, Crete",Παραλία Αγίου Χαραλάμπους,14,35,Παραλία Αγίου Χαραλάμπους,0,,35.1927364,24.1509622
548,Παραλία Αγίων Αποστόλων,crete-crete-chania,Crete (Chania),REVIEW,coordinates,"Eastern Gulf, Chania",needs_review,"Παραλία Αγίων Αποστόλων, Crete (Chania)",Παραλία Αγίων Αποστόλων,485,35,Eastern Gulf,1,,35.51411,23.98321
549,Παραλία Βλητέ,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Βλητέ, Chania, Crete",verified,"Παραλία Βλητέ, Chania, Crete",Παραλία Βλητέ,21,35,Παραλία Βλητέ,0,,35.4997119,24.0624972
550,Παραλία Γλυκά Νερά,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Γλυκά Νερά, Chania, Crete",verified,"Παραλία Γλυκά Νερά, Chania, Crete",Παραλια Γλυκά Νερά,63,35,Παραλια Γλυκά Νερά,0,,35.2016045,24.1076711
551,Παραλία Δώματα,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Δώματα, Chania, Crete",verified,"Παραλία Δώματα, Chania, Crete",Παραλία Δώματα,44,35,Παραλία Δώματα,0,,35.2271232,23.9128378
553,Παραλία Καλάμια,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Καλάμια, Chania, Crete",verified,"Παραλία Καλάμια, Chania, Crete",Παραλία Καλάμια,25,35,Παραλία Καλάμια,0,,35.238445,23.6641262
554,Παραλία Κούμ Καπί (Kum Kapisi),crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Κούμ Καπί (Kum Kapisi), Chania, Crete",verified,"Παραλία Κούμ Καπί (Kum Kapisi), Chania, Crete",Παραλία Κούμ Καπί (Kum Kapisi),41,35,Παραλία Κούμ Καπί (Kum Kapisi),0,,35.5160402,24.0285243
555,Παραλία Κουταλάς,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Κουταλάς, Chania, Crete",verified,"Παραλία Κουταλάς, Chania, Crete",Παραλία Κουταλάς,2,35,Παραλία Κουταλάς,0,,35.4667125,24.2322111
556,Παραλία Κούτελος,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Κούτελος, Chania, Crete",verified,"Παραλία Κούτελος, Chania, Crete",Παραλία Κούτελος,78,35,Παραλία Κούτελος,0,,35.1999995,24.1902428
557,Παραλία Λάκκοι,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Λάκκοι, Chania, Crete",verified,"Παραλία Λάκκοι, Chania, Crete",Παραλία Λάκκοι,161,35,Παραλία Λάκκοι,0,,35.1800799,24.2684419
558,Παραλία Λισσός,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Λισσός, Chania, Crete",verified,"Παραλία Λισσός, Chania, Crete",Παραλία Λισσός,8,35,Παραλία Λισσός,0,,35.2400576,23.7872158
559,Παραλία Μάρμαρα,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Μάρμαρα, Chania, Crete",verified,"Παραλία Μάρμαρα, Chania, Crete",Παραλία Μάρμαρα,5,35,Παραλία Μάρμαρα,0,,35.1966247,24.0581504
560,Παραλία Μελτεμάκι,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Μεατεμάκι, Chania",verified,"Παραλία Μεατεμάκι, Chania",Παραλία Μεατεμάκι,25,35,Παραλία Μεατεμάκι,0,,35.4968833,24.0614142
561,Παραλία Πλακάκι,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Πλακάκι, Chania, Crete",verified,"Παραλία Πλακάκι, Chania, Crete",Παραλία Πλακάκι,4,35,Παραλία Πλακάκι,0,,35.2367771,23.6471619
562,Παραλία Σεντόνι,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Σεντόνι, Chania, Crete",verified,"Παραλία Σεντόνι, Chania, Crete",Παραλία Σεντόνι,93,35,Παραλία Σεντόνι,0,,35.2388221,23.8817316
563,Παραλία Τελώνιο,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Τελώνιο, Chania, Crete",verified,"Παραλία Τελώνιο, Chania, Crete",Παραλία Τελώνιο,128,35,Παραλία Τελώνιο,0,,35.4981017,23.659469
564,Παραλία του Μάλεμε,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία του Μάλεμε, Chania, Crete",verified,"Παραλία του Μάλεμε, Chania, Crete",Παραλία του Μάλεμε,89,35,Παραλία του Μάλεμε,0,,35.5254214,23.8533131
565,Παραλια Τραχηλος,crete-crete-chania,Crete (Chania),PASS,none,"Παραλια Τραχηλος, Chania, Crete",verified,"Παραλια Τραχηλος, Chania, Crete",Παραλια Τραχηλος,25,35,Παραλια Τραχηλος,0,,35.5130419,23.6296956
566,Παραλία Τροχαλού,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Τροχαλού, Chania, Crete",verified,"Παραλία Τροχαλού, Chania, Crete",Παραλία Τροχαλού,3,35,Παραλία Τροχαλού,0,,35.2378735,23.6581013
567,Παραλία Τρυπητής,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Τρυπητής, Chania, Crete",verified,"Παραλία Τρυπητής, Chania, Crete",Παραλία Τρυπητής,2,35,Παραλία Τρυπητής,0,,35.2365169,23.8736745
568,Παραλία Φραγκοκάστελλου,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Φραγκοκάστελλου, Chania, Crete",verified,"Παραλία Φραγκοκάστελλου, Chania, Crete",Παραλία Φραγκοκάστελλου,5,35,Παραλία Φραγκοκάστελλου,0,,35.1806103,24.2335505
569,Παραλία Χαλέπα,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Χαλέπα, Chania, Crete",verified,"Παραλία Χαλέπα, Chania, Crete",Παραλία Χαλέπα,23,35,(unnamed),100,,35.5216116,24.0440041
570,Παραλία Ψηλός Βόλακας,crete-crete-chania,Crete (Chania),PASS,none,"Παραλία Ψηλός Βόλακας, Chania, Crete",verified,"Παραλία Ψηλός Βόλακας, Chania, Crete",Παραλία Ψηλός Βόλακας,16,35,Παραλία Ψηλός Βόλακας,0,,35.2382299,23.6611222
571,Παραλίες Βάταλου,crete-crete-chania,Crete (Chania),PASS,none,"Παραλίες Βάταλου, Chania, Crete",verified,"Παραλίες Βάταλου, Chania, Crete",Παραλίες Βάταλου,67,35,Παραλίες Βάταλου,0,,35.1894748,24.2196291
572,Παχιά Άμμος,crete-crete-chania,Crete (Chania),PASS,none,"Παχιά Άμμος, Chania, Crete",verified,"Παχιά Άμμος, Chania, Crete",Παχιά Άμμος,188,35,(unnamed),297,,35.2322784,23.6763457
573,Παχιά Άμμος Σταυρού,crete-crete-chania,Crete (Chania),PASS,none,"Pahia Ammos Nudist Beach, Chania",verified,"Pahia Ammos Nudist Beach, Chania",Pahia Ammos Nudist Beach,0,35,Pahia Ammos Nudist Beach,0,,35.5915638,24.0862095
574,Πλατανιάς,crete-crete-chania,Crete (Chania),PASS,none,"Platanias beach, Chania",verified,"Platanias beach, Chania",Platanias beach,18,35,Platanias beach,0,,35.51979,23.89893
575,Ραπανιανά,crete-crete-chania,Crete (Chania),PASS,none,"Ραπανιανά, Chania, Crete",verified,"Ραπανιανά, Chania, Crete",Rapaniana Beach,340,35,Rapaniana Beach,67,,35.5402,23.79262
576,Σεϊτάν Λιμάνι,crete-crete-chania,Crete (Chania),PASS,none,"Σεϊτάν Λιμάνι, Chania, Crete",verified,"Σεϊτάν Λιμάνι, Chania, Crete",Σεϊταν Λιμάνι,1,35,Seitan Limani,0,,35.5519,24.19343
577,Σούγια,crete-crete-chania,Crete (Chania),PASS,none,"Σούγια, Chania, Crete",verified,"Σούγια, Chania, Crete",Σούγια,161,35,Sougia Beach,0,,35.24807,23.81209
578,Σούγια (γυμνιστών),crete-crete-chania,Crete (Chania),REVIEW,coordinates,"Sougia Nude Beach, Chania",needs_review,"Sougia Nude Beach, Chania",Sougia Nude Beach,11,2,Sougia Nude Beach,0,weak_name_match,35.24833,23.81701
580,Σφακιανό Αμμούδι,crete-crete-chania,Crete (Chania),PASS,none,"Σφακιανό Αμμούδι, Chania, Crete",verified,"Σφακιανό Αμμούδι, Chania, Crete",Σφακιανό Αμμούδι,3,35,Σφακιανό Αμμούδι,0,,35.1931739,24.1464012
581,Τερσανάς,crete-crete-chania,Crete (Chania),PASS,none,"Τερσανάς, Chania, Crete",verified,"Τερσανάς, Chania, Crete",Paralia Tersanas,6,35,Paralia Tersanas,0,,35.56738,24.08289
583,Φιλάκι,crete-crete-chania,Crete (Chania),PASS,none,"Φιλάκι, Chania, Crete",verified,"Φιλάκι, Chania, Crete",Φιλάκι,24,35,Φιλάκι,0,,35.1941652,24.1572777
584,Χαλίκια,crete-crete-chania,Crete (Chania),PASS,none,"Χαλίκια, Chania, Crete",verified,"Χαλίκια, Chania, Crete",Χαλίκια,16,35,Χαλίκια,0,,35.2335417,23.6867247
586,Aghios Pavlos Beach,crete-crete-chania,Crete (Chania),PASS,none,"Aghios Pavlos Beach, Chania, Crete",verified,"Aghios Pavlos Beach, Chania, Crete",Aghios Pavlos Beach,13,35,Aghios Pavlos Beach,0,,35.5986701,23.7107422
587,Agios Onoufrios,crete-crete-chania,Crete (Chania),REVIEW,coordinates,"Άγιος Ονούφριος, Chania",needs_review,"Άγιος Ονούφριος, Chania",Άγιος Ονούφριος,14,0,Άγιος Ονούφριος,1,weak_name_match,35.54885,24.06319
590,Aptera,crete-crete-chania,Crete (Chania),PASS,none,"Aptera, Chania, Crete",verified,"Aptera, Chania, Crete",Aptera,6,35,Aptera,0,,35.51107,23.99383
592,Astropelekitá,crete-crete-chania,Crete (Chania),PASS,none,"Astropelekitá, Chania, Crete",verified,"Astropelekitá, Chania, Crete",Astropelekita Beach,1,35,Astropelekita Beach,0,,35.24006,23.74639
593,Μπάλος,crete-crete-chania,Crete (Chania),PASS,none,"Μπάλος, Chania, Crete",verified,"Μπάλος, Chania, Crete",Μπάλος,86,35,(unnamed),1239,,35.5811,23.58987
594,Chrysi Akti,crete-crete-chania,Crete (Chania),REVIEW,coordinates,"Χρυσή Ακτή, Chania",needs_review,"Χρυσή Ακτή, Chania",Χρυσή Ακτή,117,0,Χρυσή Ακτή,0,weak_name_match,35.51301,23.99024
595,Ελαφονήσι,crete-crete-chania,Crete (Chania),PASS,none,"Elafonisi, Chania",verified,"Elafonisi, Chania",Elafonisi,85,35,Elafonisi,0,,35.26747,23.52815
597,Finikas,crete-crete-chania,Crete (Chania),PASS,none,"Finikas Beach-Παραλία Φοίνικας, Chania",verified,"Finikas Beach-Παραλία Φοίνικας, Chania",Finikas Beach-Παραλία Φοίνικας,5,35,Finikas Beach-Παραλία Φοίνικας,1,,35.19975,24.07244
598,Georgioupoli,crete-crete-chania,Crete (Chania),REVIEW,coordinates,"Γεωργιούπολη, Chania",needs_review,"Γεωργιούπολη, Chania",Γεωργιούπολη,191,0,Γεωργιούπολη,0,weak_name_match,35.357,24.27843
599,Grammeno,crete-crete-chania,Crete (Chania),PASS,none,"Grammeno, Chania, Crete",verified,"Grammeno, Chania, Crete",Gramméno Beach,149,35,Gramméno Beach,0,,35.23332,23.6346
600,Ilingas,crete-crete-chania,Crete (Chania),PASS,none,"Ilingas, Chania, Crete",verified,"Ilingas, Chania, Crete",Ilingas Beach,7,35,Ilingas Beach,1,,35.20222,24.12449
603,Kalyves,crete-crete-chania,Crete (Chania),PASS,none,"Kalyves, Chania, Crete",verified,"Kalyves, Chania, Crete",Kalyves,122,35,Kalyves,0,,35.45251,24.17589
604,Κεδρόδασος,crete-crete-chania,Crete (Chania),PASS,none,"Κεδρόδασος, Chania, Crete",verified,"Κεδρόδασος, Chania, Crete",Κεδρόδασος,5,35,Κεδρόδασος,0,,35.26837,23.5636
605,Kera,crete-crete-chania,Crete (Chania),PASS,none,"Kera, Chania, Crete",verified,"Kera, Chania, Crete",Kera,125,35,Kera,0,,35.44971,24.18687
606,Limnionari,crete-crete-chania,Crete (Chania),PASS,none,"Limnionari, Chania, Crete",verified,"Limnionari, Chania, Crete",Limnionari,4,35,Limnionari,0,,35.6526024,23.7613943
607,Platanakia,crete-crete-chania,Crete (Chania),PASS,none,"Platanakia, Chania, Crete",verified,"Platanakia, Chania, Crete",Platanakia,17,35,Platanakia,0,,35.4134262,23.5545196
608,Stomio beach,crete-crete-chania,Crete (Chania),PASS,none,"Stomio beach, Chania, Crete",verified,"Stomio beach, Chania, Crete",Stomio beach,38,35,Stomio beach,0,,35.3270227,23.548338
609,Tavronitis,crete-crete-chania,Crete (Chania),PASS,none,"Tavronitis, Chania, Crete",verified,"Tavronitis, Chania, Crete",Tavronitis,142,35,Tavronitis,0,,35.5353626,23.8107511
610,Timios Stavros beach,crete-crete-chania,Crete (Chania),PASS,none,"Timios Stavros beach, Chania, Crete",verified,"Timios Stavros beach, Chania, Crete",Timios Stavros beach,5,35,Timios Stavros beach,0,,35.1986577,24.0998101
672,Αγία Μαρίνα,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Αγία Μαρίνα, Rethymno, Crete",verified,"Αγία Μαρίνα, Rethymno, Crete",Αγία Μαρίνα,41,35,Αγία Μαρίνα,0,,35.1794754,24.2915482
673,Άγιος Γεώργιος,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Agios Georgios, Rethymno",verified,"Agios Georgios, Rethymno",Agios Georgios,20,35,Agios Georgios,0,,35.09684,24.65665
674,Αμμόλοφοι Αγίου Παύλου,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Αμμόλοφοι Αγίου Παύλου, Rethymno, Crete",verified,"Αμμόλοφοι Αγίου Παύλου, Rethymno, Crete",Αμμόλοφοι Αγίου Παύλου (Μέλισσα),269,35,Αμμόλοφους,269,,35.1048572,24.5595119
675,Βαρκότοπος,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Varkotopos beach, Rethymno",verified,"Varkotopos beach, Rethymno",Varkotopos beach,14,35,Varkotopos beach,0,,35.41058,24.78279
676,Βλυχί Νερό,crete-crete-rethymno,Crete (Rethymno),REVIEW,coordinates,"Vlihi Nero beach, Rethymno",needs_review,"Vlihi Nero beach, Rethymno",Vlihi Nero beach,17,2,Vlihi Nero beach,0,weak_name_match,35.40621,24.78733
677,Γεροπόταμος,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Γεροπόταμος, Rethymno, Crete",verified,"Γεροπόταμος, Rethymno, Crete",Geropotamos Beach,29,35,Geropotamos Beach,1,,35.41382,24.6453
678,Δαμνόνι,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Δαμνόνι, Rethymno, Crete",verified,"Δαμνόνι, Rethymno, Crete",Δαμνόνι,159,35,Παραλία Δαμνόνι,1,,35.17414,24.41507
680,Καραβοστάσι,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Karavostasi beach, Rethymno",verified,"Karavostasi beach, Rethymno",Karavostasi beach,7,35,Karavostasi beach,0,,35.41704,24.78526
681,Κλήματα,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Κλήματα, Rethymno, Crete",verified,"Κλήματα, Rethymno, Crete",Κλήματα,94,35,Κλήματα,0,,35.1885764,24.3201411
682,Γλίμα,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Κλίμα, Rethymno",verified,"Κλίμα, Rethymno",Κλίμα,18,35,Κλίμα,0,,35.1429602,24.5208538
683,Κόκκινος Βόλακας,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Κόκκινος Βόλακας, Rethymno, Crete",verified,"Κόκκινος Βόλακας, Rethymno, Crete",Κόκκινος Βόλακας,85,35,Κόκκινος Βόλακας,0,,35.1877872,24.3582977
684,Κόρακας,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Κόρακας, Rethymno, Crete",verified,"Κόρακας, Rethymno, Crete",Κόρακας,1,35,Κόρακας,0,,35.1872025,24.3151783
685,Λίγκρες,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Λίγκρες, Rethymno, Crete",verified,"Λίγκρες, Rethymno, Crete",Λίγκρες,62,35,Λίγκρες,25,,35.13328,24.53242
686,Λίμνη,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Limni Beach, Rethymno",verified,"Limni Beach, Rethymno",Limni Beach,24,35,Limni Beach,0,,35.41859,24.68852
687,Μικρή Τριόπετρα,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Μικρή Τριόπετρα, Rethymno, Crete",verified,"Μικρή Τριόπετρα, Rethymno, Crete",Μικρή Τριόπετρα,158,35,Μικρή Τριόπετρα,188,,35.1140551,24.5535025
688,Μικρό Αμμούδι,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Μικρό Αμμούδι, Rethymno, Crete",verified,"Μικρό Αμμούδι, Rethymno, Crete",Μικρό Αμμούδι,6,35,Μικρό Αμμούδι,0,,35.1725,24.41875
689,Παλίγκρεμνος,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Παλίγκρεμνος, Rethymno, Crete",verified,"Παλίγκρεμνος, Rethymno, Crete",Παλίγκρεμνος,47,35,Παλίγκρεμνος,1,,35.18078,24.4004
690,Παραλία Ανατολικά,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Παραλία Ανατολικά, Rethymno, Crete",verified,"Παραλία Ανατολικά, Rethymno, Crete",Παραλία Ανατολικά,48,35,Παραλία Ανατολικά,0,,35.1486963,24.500088
691,Παραλία Γιαλοπόταμα,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Παραλία Γιαλοπόταμα, Rethymno, Crete",verified,"Παραλία Γιαλοπόταμα, Rethymno, Crete",Παραλία Γιαλοπόταμα,25,35,Παραλία Ανατολικά,561,,35.1464389,24.5056107
692,Παραλία Δυνόνησος,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Παραλία Δυνόνησος, Rethymno, Crete",verified,"Παραλία Δυνόνησος, Rethymno, Crete",Παραλία Δυνόνησος,1,35,Παραλία Δυνόνησος,0,,35.1527284,24.4804011
694,Παραλία Κατεβατή,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Παραλία Κατεβατή, Rethymno, Crete",verified,"Παραλία Κατεβατή, Rethymno, Crete",Παραλία Κατεβατή,0,35,Παραλία Κατεβατή,0,,35.4102492,24.8278864
695,Παραλία Κατσούνι,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Παραλία Κατσούνι, Rethymno, Crete",verified,"Παραλία Κατσούνι, Rethymno, Crete",Παραλία Κατσούνι (γυμνιστών),17,35,Παραλία Κατσούνι (γυμνιστών),0,,35.1393441,24.5254491
696,Παραλία Κεφάλα,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Παραλία Κεφάλα, Rethymno, Crete",verified,"Παραλία Κεφάλα, Rethymno, Crete",Παραλία Κεφάλα,8,35,Παραλία Κεφάλα,0,,35.1502194,24.4910212
698,Παχειά Άμμος,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Παχειά Άμμος, Rethymno, Crete",verified,"Παχειά Άμμος, Rethymno, Crete",Παχειά Άμμος,10,35,Παχειά Άμμος,0,,35.1417421,24.5228743
699,Περιστερές,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Περιστερές, Rethymno, Crete",verified,"Περιστερές, Rethymno, Crete",Περιστερές,17,35,Περιστερές,0,,35.182431,24.2992633
700,Πλακιάς,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Πλακιάς, Rethymno, Crete",verified,"Πλακιάς, Rethymno, Crete",Πλακιάς,190,35,Plakias Beach,0,,35.19043,24.39385
701,Ποδαρέ,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Ποδαρέ, Rethymno, Crete",verified,"Ποδαρέ, Rethymno, Crete",Ποδαρέ,40,35,Ποδαρέ,0,,35.1442948,24.5177404
702,Πολύριζος,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Πολύριζος, Rethymno, Crete",verified,"Πολύριζος, Rethymno, Crete",Πολύριζος,34,35,Πολύριζος,0,,35.1856174,24.3053279
703,Πρασονήσι,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Πρασονήσι, Rethymno, Crete",verified,"Πρασονήσι, Rethymno, Crete",Πρασονήσι,15,35,Πρασονήσι,0,,35.0988972,24.5957597
704,Πρέβελη,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Πρέβελη, Rethymno, Crete",verified,"Πρέβελη, Rethymno, Crete",Παραλία Πρέβελη,6,35,Παραλία Δυνόνησος,595,,35.15248,24.47386
705,Σκίνος,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Σκίνος, Rethymno, Crete",verified,"Σκίνος, Rethymno, Crete",Σκίνος,37,35,Σκίνος,0,,35.1920804,24.3897337
707,Σπήλιες,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Spilies Beach, Rethymno",verified,"Spilies Beach, Rethymno",Spilies Beach,6,35,Spilies Beach,1,,35.41032,24.63827
708,Σταυρί,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Σταυρί, Rethymno, Crete",verified,"Σταυρί, Rethymno, Crete",Σταυρί,6,35,Σταυρί,0,,35.1842944,24.354092
709,Σχοινάρια,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Σχοινάρια, Rethymno, Crete",verified,"Σχοινάρια, Rethymno, Crete",Σχοινάρια,8,35,Σχοινάρια,0,,35.16616,24.42182
710,Τριόπετρα,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Τριόπετρα, Rethymno, Crete",verified,"Τριόπετρα, Rethymno, Crete",Τριόπετρα,123,35,Τριόπετρα,0,,35.12102,24.54396
711,Φοινικίδια,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Φοινικίδια, Rethymno, Crete",verified,"Φοινικίδια, Rethymno, Crete",Φοινικίδια,76,35,Φοινικίδια,0,,35.1027145,24.5639585
712,Φωτεινάρι,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Φωτεινάρι, Rethymno, Crete",verified,"Φωτεινάρι, Rethymno, Crete",Φωτεινάρι,6,35,Φωτεινάρι,0,,35.1921741,24.3727709
713,Χόχλακας,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Χόχλακας, Rethymno, Crete",verified,"Χόχλακας, Rethymno, Crete",Χόχλακας,34,35,Χόχλακας,0,,35.1891641,24.3265467
714,Livadi beach,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Livadi beach, Rethymno, Crete",verified,"Livadi beach, Rethymno, Crete",Livadi beach,55,35,Livadi beach,0,,35.4075635,24.7850994
715,Thalassi beach,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Thalassi beach, Rethymno, Crete",verified,"Thalassi beach, Rethymno, Crete",Thalassi beach,5,35,Thalassi beach,0,,35.3792849,24.5650447
3011,Ροδάκινο,crete-crete-rethymno,Crete (Rethymno),REVIEW,coordinates,"Κόρακας, Rethymno",needs_review,"Ροδάκινο, Crete (Rethymno)",Rodakino Βay,272,35,Κόρακας,0,,35.1872025,24.3151783
3019,Αγία Γαλήνη,crete-crete-rethymno,Crete (Rethymno),PASS,none,"Αγία Γαλήνη, Rethymno, Crete",verified,"Αγία Γαλήνη, Rethymno, Crete",Αγία Γαλήνη,0,35,(unnamed),377,,35.0971451,24.6884851
620,Afrathia,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Afrathia, Heraklion, Crete",verified,"Afrathia, Heraklion, Crete",Afrathia,26,35,Afrathia,0,,35.04395,24.75571
621,Αγιοφάραγγο,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Αγιοφάραγγο, Heraklion, Crete",verified,"Αγιοφάραγγο, Heraklion, Crete",Αγιοφάραγγο,5,35,Αγιοφάραγγο,0,,34.92551,24.77828
622,Φόδελε,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Παραλία Φόδελε, Heraklion",verified,"Παραλία Φόδελε, Heraklion",Παραλία Φόδελε,40,35,Παραλία Φόδελε,0,,35.40233,24.95523
623,Καραβόβρυση,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Καραβόβρυση, Heraklion, Crete",verified,"Καραβόβρυση, Heraklion, Crete",Καραβόβρυση,28,35,Καραβόβρυση,0,,34.93796,24.81594
624,Κόκκινη Άμμος,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Κόκκινη Άμμος, Heraklion, Crete",verified,"Κόκκινη Άμμος, Heraklion, Crete",Κόκκινη Άμμος,2,35,Κόκκινη Άμμος,0,,34.98606,24.74938
