region,prefecture,place,index,name,beforeAccess,afterAccess,beforeConfidence,afterConfidence,beforeOrganized,afterOrganized,beforeSourceUrlCount,afterSourceUrlCount,actions
Central Greece,Viotia,Viotia (mainland),0,Άγιος Νικόλαος,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|added_organized_downgrade_note
Central Greece,Viotia,Viotia (mainland),1,Γυάλινη Άμμος,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Greece,Viotia,Viotia (mainland),3,Λαιμός,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Greece,Viotia,Viotia (mainland),4,Παραλία Κορομίλι,passable_dirt_road,passable_dirt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Central Greece,Viotia,Viotia (mainland),5,Παραλία Λιβαδόστρας,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Central Greece,Viotia,Viotia (mainland),6,Παραλία Σαράντη,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Central Macedonia,Halkidiki,Halkidiki (mainland),0,Achlada,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),1,Agios Georgios,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|added_organized_downgrade_note
Central Macedonia,Halkidiki,Halkidiki (mainland),2,Agios Nikolaos,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Central Macedonia,Halkidiki,Halkidiki (mainland),4,Agridia,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),6,Babylon,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Central Macedonia,Halkidiki,Halkidiki (mainland),9,Brounou,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),11,Chrysi Ammoudia,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Central Macedonia,Halkidiki,Halkidiki (mainland),12,Diaporti,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),17,Faka,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),20,Griavas,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),25,Kakoudia,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),28,Kalopigado,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),30,Kavouri,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),32,Kefalas,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),35,Kristina,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Central Macedonia,Halkidiki,Halkidiki (mainland),36,Kryfos Paradeisos,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),39,Lemos,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),40,Likithos,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),41,Limanaki,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),42,Limani,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),45,Livadi,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),46,Marathias,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),47,Megali Ammos,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Central Macedonia,Halkidiki,Halkidiki (mainland),51,Myti,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),62,Porto Koufo,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),64,Sani Hill,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Central Macedonia,Halkidiki,Halkidiki (mainland),66,Μικρή Παραλία,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),69,Totos,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),72,Tsaska,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),73,Tsifliki,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),75,Voreas Limani,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Halkidiki,Halkidiki (mainland),76,Voulitsa,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Pieria,Pieria (mainland),6,Pydna,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Thessaloniki,Thessaloniki area,0,Πλαζ Αρετσούς,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Central Macedonia,Thessaloniki,Thessaloniki area,3,Γιατρού Τσαΐρι,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Thessaloniki,Thessaloniki area,6,Κρουστάλη,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Thessaloniki,Thessaloniki area,7,Κυανή Ακτή,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Central Macedonia,Thessaloniki,Thessaloniki area,9,Ναυάγιο Επανομής,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Central Macedonia,Thessaloniki,Thessaloniki area,12,Πάτωμα,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Central Macedonia,Thessaloniki,Thessaloniki area,14,Παραλία Σερραϊκή Ακτή,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Central Macedonia,Thessaloniki,Thessaloniki area,15,Τραπέζι,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Chania,Crete (Chania),1,Βουλόλιμνη,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Crete,Chania,Crete (Chania),7,Κριός,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Chania,Crete (Chania),9,Λευκή Παραλία,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Crete,Chania,Crete (Chania),10,Λουτράκι,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Chania,Crete (Chania),11,Λύκος,hiking_path_easy,hiking_path_easy,medium,medium,true,false,0,0,organized:true->false|added_organized_downgrade_note
Crete,Chania,Crete (Chania),17,Νέα Χώρα,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Chania,Crete (Chania),48,Ραπανιανά,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Chania,Crete (Chania),50,Σούγια,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Chania,Crete (Chania),51,Σούγια (γυμνιστών),hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Crete,Chania,Crete (Chania),54,Τερσανάς,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Chania,Crete (Chania),55,Τραχήλι,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Crete,Chania,Crete (Chania),58,Afrata,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Chania,Crete (Chania),60,Agios Onoufrios,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Chania,Crete (Chania),61,Alonaki,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Chania,Crete (Chania),62,Ammos,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Chania,Crete (Chania),64,Aspri Limni,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Crete,Chania,Crete (Chania),67,Chrysi Akti,asphalt_road,asphalt_road,medium,low,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note|confidence:medium->low|added_low_evidence_note
Crete,Chania,Crete (Chania),70,Finikas,hiking_path_easy,hiking_path_easy,medium,medium,true,false,0,0,organized:true->false|added_organized_downgrade_note
Crete,Chania,Crete (Chania),71,Georgioupoli,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Chania,Crete (Chania),72,Grammeno,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Chania,Crete (Chania),73,Ilingas,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Chania,Crete (Chania),74,Kalami,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Chania,Crete (Chania),75,Kalathas,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Chania,Crete (Chania),76,Kalyves,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Chania,Crete (Chania),78,Kera,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Chania,Gavdos,2,Κόρφος,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|added_organized_downgrade_note
Crete,Chania,Gavdos,4,Σαρακίνικο,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|added_organized_downgrade_note
Crete,Chania,Gavdos,5,Πύργος,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Crete,Chania,Gavdos,6,Λίβας,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Crete,Chania,Gavdos,7,Άγιος Ιωάννης,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Crete,Chania,Gavdos,8,Λαβρακάς,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Crete,Heraklion,Crete (Heraklion),0,Afrathia,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Crete,Heraklion,Crete (Heraklion),2,Φόδελε,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Heraklion,Crete (Heraklion),3,Καραβόβρυση,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Crete,Heraklion,Crete (Heraklion),9,Ψιλή Άμμος,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),0,Αγία Φωτιά,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Lasithi,Crete (Lasithi),1,Άγιος Παντελεήμονας,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Lasithi,Crete (Lasithi),2,Αθερίνα,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),3,Αλατσολίμνη,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),6,Άμμος Ξερόκαμπου,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),8,Ανασκελού,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),9,Άργιλος,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),10,Άσπες,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),11,Αυλάκι,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),12,Βαγί,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),15,Βλυχάδα Ξερόκαμπου,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),16,Βόλια,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),18,Βουρλιά,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),19,Βρυονήσι,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),20,Γεροντόλακκος,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),21,Διανισκάρι,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),22,Διασκάρι,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Lasithi,Crete (Lasithi),25,Κάκκος,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Lasithi,Crete (Lasithi),26,Καλάμι,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),31,Κολοκύθα,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),33,Κρινάκια,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),34,Λαγκάδα,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Lasithi,Crete (Lasithi),35,Λιβάρι,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),37,Μαριδάτη,passable_dirt_road,passable_dirt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Lasithi,Crete (Lasithi),38,Μονή Καψά,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),39,Μπάλος Ελούντας,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),41,Μποτζαλάκι,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),42,Μπούφος,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Lasithi,Crete (Lasithi),43,Παραλία Βλυχάδια,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),44,Παραλία Ρίχτη,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),45,Παραλία της Γριάς το Πήδημα,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),47,Πλάκα,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Lasithi,Crete (Lasithi),48,Πλάκα Ελούντας,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Lasithi,Crete (Lasithi),49,Ποταμός Ξερόκαμπου,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),50,Σκινιάς,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),53,Χιόνα Ξερόκαμπου,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),54,Χιόνα Παλαίκαστρου,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Lasithi,Crete (Lasithi),55,Ψιλή Άμμος Βάι,hiking_path_easy,unknown,medium,low,false,false,0,0,access:hiking_path_easy->unknown|confidence:medium->low|added_low_evidence_note
Crete,Lasithi,Crete (Lasithi),57,Palm Bay Beach,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Rethymno,Crete (Rethymno),1,Άγιος Γεώργιος,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
Crete,Rethymno,Crete (Rethymno),3,Βαρκότοπος,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Rethymno,Crete (Rethymno),4,Βλυχί Νερό,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Rethymno,Crete (Rethymno),5,Γεροπόταμος,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Rethymno,Crete (Rethymno),8,Καραβοστάσι,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
Crete,Rethymno,Crete (Rethymno),14,Λίμνη,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Rethymno,Crete (Rethymno),16,Μικρό Αμμούδι,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Rethymno,Crete (Rethymno),17,Παλίγκρεμνος,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
Crete,Rethymno,Crete (Rethymno),35,Σπήλιες,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
East Macedonia and Thrace,Evros,Evros (mainland),1,Παραλία Νέας Χιλής,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
East Macedonia and Thrace,Evros,Evros (mainland),3,Παραλία Αλεξανδρούπολης,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
East Macedonia and Thrace,Kavala,Kavala (mainland),1,Monastiraki Beach,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
East Macedonia and Thrace,Kavala,Kavala (mainland),3,Παραλία Καβάλας,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
East Macedonia and Thrace,Kavala,Kavala (mainland),5,Βρασίδας,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
East Macedonia and Thrace,Kavala,Kavala (mainland),7,Νέα Καρβάλη,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
East Macedonia and Thrace,Kavala,Kavala (mainland),8,Παραλία Γυμνιστών,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
East Macedonia and Thrace,Kavala,Kavala (mainland),10,Παραλία Καλαμίτσας,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
East Macedonia and Thrace,Kavala,Kavala (mainland),13,Ραψάνη,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
East Macedonia and Thrace,Kavala,Kavala (mainland),14,Ψάθα,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
East Macedonia and Thrace,Rodopi,Rodopi (mainland),0,Μαρμαρίτσα,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
East Macedonia and Thrace,Rodopi,Rodopi (mainland),1,Παραλία Ίμερου,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
East Macedonia and Thrace,Rodopi,Rodopi (mainland),2,Παχυνάμμος,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
East Macedonia and Thrace,Rodopi,Rodopi (mainland),3,Σύναξη,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
East Macedonia and Thrace,Thasos,Thasos,2,Άγιος Ιωάννης,asphalt_road,asphalt_road,low,low,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
East Macedonia and Thrace,Thasos,Thasos,4,Αγία Παρασκευή,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
East Macedonia and Thrace,Thasos,Thasos,5,Αλεξάντρα,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
East Macedonia and Thrace,Thasos,Thasos,6,Αλυκές,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
East Macedonia and Thrace,Thasos,Thasos,7,Αρσανάς,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
East Macedonia and Thrace,Thasos,Thasos,8,Αστρίς,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
East Macedonia and Thrace,Thasos,Thasos,9,Θυμωνιά,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
East Macedonia and Thrace,Thasos,Thasos,10,Καλάμι,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
East Macedonia and Thrace,Thasos,Thasos,11,Κεκές,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
East Macedonia and Thrace,Thasos,Thasos,12,Λιβάδι,passable_dirt_road,unknown,medium,low,false,false,0,0,access:passable_dirt_road->unknown|confidence:medium->low|added_low_evidence_note
East Macedonia and Thrace,Thasos,Thasos,13,Λιμενάρια,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
East Macedonia and Thrace,Thasos,Thasos,15,Μικρή παραλία,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
East Macedonia and Thrace,Thasos,Thasos,19,Πλάτανα,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
East Macedonia and Thrace,Thasos,Thasos,22,Σαλονικιός,asphalt_road,asphalt_road,medium,low,false,false,0,0,confidence:medium->low|added_low_evidence_note
East Macedonia and Thrace,Thasos,Thasos,23,Σκάλα Μαριών,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:1|added_organized_downgrade_note
East Macedonia and Thrace,Thasos,Thasos,24,Σκίδια,passable_dirt_road,unknown,low,low,false,false,0,0,access:passable_dirt_road->unknown|added_low_evidence_note
East Macedonia and Thrace,Thasos,Thasos,27,Φαρι,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
East Macedonia and Thrace,Thasos,Thasos,29,Blue Lake,hiking_path_easy,unknown,low,low,false,false,0,0,access:hiking_path_easy->unknown|added_low_evidence_note
East Macedonia and Thrace,Thasos,Thasos,31,Ilio Mare,asphalt_road,asphalt_road,medium,medium,true,false,0,0,organized:true->false|removed_organized_amenities:2|added_organized_downgrade_note
East Macedonia and Thrace,Thasos,Thasos,33,Άγιος Βασίλειος,asphalt_road,asphalt_road,low,low,false,false,0,0,added_low_evidence_note
